,id,id_offers,miasto,dzielnica,ulica,tytul,powierzchnia,cena,cena_metr,liczba_pokoi,rynek,zabudowa,pietro,liczba_pieter,ogrzewanie,rok_budowy,stan_wykonczenia,forma_wlasnosci,numer_oferty,teren_zamkniety,balkon,ogrodek,garaz_miejsce,winda,piwnica,monitoring_ochrona,latitude,longitude,czas_auto,dystans_auto,czas_zbiorowy,dystans_zbiorowy
0,1,1,Gdañsk,Osowa,ul. Homera,"Wygodne mieszkanie 3-pokojowe (41,75 m2) z ogrodem",41.75,309000,7401.0,3,pierwotny,blok,parter,2.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60942989,0,0,1,0,1,0,0,54.419180000000004,18.4845195,1036.0,10084.0,2414.0,11258.0
1,2,2,Gdañsk,Ujeœcisko-£ostowice,ul. Œwiêtokrzyska,"Idealne, nowe mieszkanie 2 pokojowe",46.6,415000,8906.0,2,wtorny,blok,2,2.0,miejskie,2018.0,do_zamieszkania,pelna_wlasnosc,60831045,0,1,0,0,1,1,1,54.319064000000004,18.5907742,1553.0,12878.0,3685.0,16072.0
2,3,3,Gdañsk,Œródmieœcie,Wa³owa,2 pokoje w centrum Gdañska w niskiej cenie,33.8,313000,9260.0,2,pierwotny,apartamentowiec,4,5.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60933557,0,0,0,0,1,0,1,54.35841679999999,18.6546345,929.0,8580.0,2354.0,8878.0
3,4,4,Gdynia,D¹browa,Sojowa,"Gdynia D¹browa Idealna Lokalizacja 2 pokoje, aneks",42.0,249000,5929.0,2,wtorny,blok,3,3.0,miejskie,1994.0,do_zamieszkania,pelna_wlasnosc,60783576,0,0,0,0,0,0,0,54.47085420000001,18.4696724,1430.0,13809.0,2837.0,17852.0
4,5,5,Gdynia,D¹browa,,Kameralne bezpieczne w zieleni gara¿ 30m2 kominek,132.0,1120000,8485.0,4,wtorny,apartamentowiec,1,2.0,gazowe,2018.0,do_zamieszkania,pelna_wlasnosc,60949737,1,0,0,0,0,1,1,,,1524.0,14737.0,1602.0,14053.0
6,7,7,Gdynia,D¹browa,Gorczycowa,Na sprzeda¿ klimatyczne mieszkanie - D¹browa !,78.0,499000,6397.0,2,wtorny,,3,3.0,miejskie,2000.0,do_zamieszkania,pelna_wlasnosc,60960664,0,1,0,0,0,1,0,54.47147769999999,18.4622831,1505.0,14123.0,3048.0,18498.0
7,8,8,Gdynia,Ob³u¿e,ul. Boisko,"Gdynia, 70m2 z ogródkiem M4 Osiedle Nawigator",70.0,590000,8429.0,4,wtorny,blok,parter,4.0,miejskie,2015.0,do_zamieszkania,,60761361,0,1,1,0,1,1,1,54.551831299999996,18.501587899999997,1587.0,23907.0,3016.0,19311.0
8,9,9,Gdañsk,Che³m,ul. Alojzego Bruskiego,Bardzo s³oneczne mieszkanie z 2 balkonami,78.4,689000,8788.0,4,wtorny,blok,2,3.0,miejskie,2004.0,do_zamieszkania,spoldzielcze_wlasnosciowe,60628633,0,1,0,0,0,1,0,54.32238589999999,18.609769399999998,1564.0,12501.0,3760.0,15857.0
9,10,10,Gdynia,Cisowa,,3 pokoje 4 piêtro Morska 230 Gdynia,62.9,437000,6948.0,3,wtorny,blok,4,4.0,miejskie,1990.0,do_zamieszkania,spoldzielcze_wl._z_KW,60960544,0,1,0,0,0,1,0,,,1524.0,14737.0,1602.0,14053.0
10,11,11,Gdynia,D¹browa,ul. Kolendrowa 5A,Kolendrowa 5 A Gdynia 59m2,59.0,395000,6695.0,2,wtorny,blok,4,4.0,miejskie,1992.0,do_wykonczenia,spoldzielcze_wl._z_KW,60960531,0,1,0,0,0,1,0,54.46916119999999,18.466504800000006,1412.0,16371.0,2907.0,17951.0
12,13,15,Gdañsk,Zaspa,Stanis³awa Skar¿yñskiego,Kawalerka w idealnej lokalizacji!,30.0,360000,12000.0,1,wtorny,,5,5.0,,2007.0,,pelna_wlasnosc,60960456,0,0,1,0,0,0,0,54.388451,18.6030522,534.0,4234.0,1486.0,4582.0
13,14,16,Sopot,Dolny,Lipowa,Wyj¹tkowy Luksusowy Dwupoziomowy Apartament Sopot,91.15,1500000,16456.0,5,wtorny,,1,2.0,,1904.0,,,60960453,0,0,0,0,0,1,0,54.4376652,18.566985199999998,591.0,4635.0,1582.0,5843.0
14,15,17,Gdañsk,Ujeœcisko-£ostowice,ul. Olimpijska,3 pokojowe mieszkanie na Osiedlu Cztery Pory Roku,64.8,459000,7083.0,3,wtorny,blok,parter,3.0,kotlownia,2004.0,do_zamieszkania,pelna_wlasnosc,60960434,0,1,0,0,0,0,0,54.3069728,18.5877344,1764.0,14448.0,4146.0,17623.0
15,16,18,Gdynia,Œródmieœcie,Morska,Idealne pod inwestycjê - dzia³aj¹cy biznes!,98.0,970000,9898.0,6,wtorny,kamienica,3,4.0,miejskie,1938.0,do_zamieszkania,pelna_wlasnosc,59778183,0,0,0,0,0,0,0,54.537902700000004,18.4729157,1496.0,22300.0,3161.0,19561.0
16,17,19,Gdañsk,Piecki-Migowo,Myœliwskie Wzgórze,Morena/ 3 Pokoje/ Ogród 120M2/ Do Wprowadzenia,55.0,650000,11818.0,3,wtorny,apartamentowiec,parter,3.0,miejskie,2012.0,do_zamieszkania,pelna_wlasnosc,60960394,1,0,1,0,1,0,1,54.3482853,18.5630968,1246.0,9680.0,2160.0,8941.0
17,18,20,Gdynia,Chwarzno-Wiczlino,Patio Ró¿y,Ekskluzywny apartament typu loft z 70 m tarasem,117.9,1176000,9975.0,5,wtorny,loft,3,3.0,,2010.0,do_zamieszkania,pelna_wlasnosc,60882950,0,1,0,0,1,1,0,54.49279620000001,18.432556100000006,1448.0,19170.0,3813.0,22065.0
18,19,22,Sopot,Dolny,Kazimierza Wielkiego,Mieszkanie w Sopocie Dolnym 400 M od pla¿y!,35.18,550000,15634.0,1,wtorny,,parter,7.0,,1960.0,do_zamieszkania,pelna_wlasnosc,60950277,0,1,0,0,0,1,0,54.4390502,18.570802,637.0,4736.0,1771.0,6057.0
19,20,23,Sopot,Centrum,23 Marca,Wymarzone mieszkanie w Sopocie,81.6,940000,11520.0,4,wtorny,,3,3.0,,1998.0,,,60926838,0,1,0,0,0,0,0,54.4481331,18.5439891,702.0,6071.0,2466.0,9627.0
20,21,24,Sopot,Dolny,W³adys³awa £okietka,Idealne mieszkanie w po¿¹danej czêœci Sopotu,79.34,1190000,14999.0,3,wtorny,,1,3.0,,2010.0,do_zamieszkania,,60955333,0,1,0,0,0,0,0,54.43007309999999,18.5739192,461.0,4024.0,1654.0,4995.0
21,22,25,Gdynia,Œródmieœcie,ul. Arkadiusza Rybickiego,Luksusowy apartament w Gdyñskiej Marinie - C.4.1,50.62,1513538,29900.0,2,wtorny,apartamentowiec,4,4.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60960303,0,1,0,0,1,1,1,54.52259309999999,18.5532205,1802.0,15039.0,2872.0,16174.0
22,23,28,Gdañsk,Œródmieœcie,ul. £¹kowa,Du¿e mieszkanie na Dolnym Mieœcie,98.16,800000,8150.0,4,wtorny,kamienica,parter,3.0,miejskie,1802.0,do_remontu,pelna_wlasnosc,60939640,0,1,1,0,0,1,0,54.34377010000001,18.6626568,1176.0,10286.0,2872.0,10458.0
23,24,29,Sopot,Kamienny Potok,ul. Józefa Kraszewskiego,Mieszkanie dwupokojowe z wyposa¿eniem Sopot,39.5,550000,13924.0,2,wtorny,kamienica,2,2.0,gazowe,,do_zamieszkania,pelna_wlasnosc,60926360,0,0,0,0,0,1,0,54.4541014,18.550871,706.0,6329.0,1882.0,7906.0
24,25,30,Gdañsk,BrzeŸno,al. gen. Józefa Hallera,Super lokalizacja z Widokiem na Morze 0%pcc,59.0,699000,11847.0,3,wtorny,apartamentowiec,9,12.0,miejskie,2019.0,do_zamieszkania,pelna_wlasnosc,60721070,1,0,0,0,1,0,1,54.392075399999996,18.6225242,811.0,6020.0,1750.0,7942.0
25,26,33,Gdynia,Œródmieœcie,ul. Arkadiusza Rybickiego,Luksusowy apartament w Gdyñskiej Marinie - A.3.7,30.62,609338,19900.0,1,wtorny,apartamentowiec,3,4.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60960277,0,1,0,0,1,1,1,54.52259309999999,18.5532205,1802.0,15039.0,2872.0,16174.0
27,28,35,Gdynia,Œródmieœcie,ul. Arkadiusza Rybickiego,Luksusowy apartament w Gdyñskiej Marinie - A.3.6,30.72,611328,19900.0,1,wtorny,apartamentowiec,3,4.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60960259,0,1,0,0,1,1,1,54.52259309999999,18.5532205,1802.0,15039.0,2872.0,16174.0
28,29,36,Gdynia,Œródmieœcie,ul. Arkadiusza Rybickiego,Luksusowy apartament w Gdyñskiej Marinie - A.3.5,30.73,611527,19900.0,1,wtorny,apartamentowiec,3,4.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60960224,0,1,0,0,1,1,1,54.52259309999999,18.5532205,1802.0,15039.0,2872.0,16174.0
29,30,37,Gdañsk,Jelitkowo,Wypoczynkowa,Apartament przy plazy w Jelitkowie-Fv Vat,39.0,999000,25615.0,2,wtorny,apartamentowiec,2,2.0,miejskie,2019.0,,pelna_wlasnosc,60960194,1,1,0,0,1,0,1,54.4168917,18.6121412,824.0,4713.0,1994.0,4103.0
30,31,38,Sopot,Dolny,ul. Bohaterów Monte Cassino,Apartament w samym sercu Sopotu,93.0,1350000,14516.0,4,wtorny,kamienica,1,2.0,gazowe,,do_zamieszkania,pelna_wlasnosc,60960099,1,0,0,0,0,1,0,54.44348929999999,18.564586399999996,788.0,5457.0,1610.0,5857.0
31,32,39,Gdynia,Œródmieœcie,Antoniego Abrahama,"Centrum Gdyni z du¿ym potencja³em, dobra lokata!",54.83,495000,9028.0,3,wtorny,blok,5,5.0,miejskie,1960.0,do_zamieszkania,pelna_wlasnosc,60960039,0,1,0,0,1,1,0,54.5161674,18.5397435,1435.0,13391.0,2366.0,15047.0
33,34,41,Sopot,Dolny,,Dwa mieszkania w jednym. Trzypokoje Sopot Haffnera,67.0,990168,14779.0,3,wtorny,kamienica,parter,1.0,gazowe,,do_zamieszkania,pelna_wlasnosc,60959952,0,0,1,0,0,0,0,,,504.0,4558.0,1197.0,5316.0
34,35,42,Gdañsk,Zaspa,Jana Paw³a II,Piêkne mieszkanie- Gdañsk Zaspa- Nowe Osiedle!,48.7,559000,11478.0,2,wtorny,apartamentowiec,3,10.0,miejskie,2012.0,do_zamieszkania,pelna_wlasnosc,60959843,1,0,0,0,1,0,1,54.397597899999994,18.605117,505.0,3597.0,1463.0,3832.0
35,36,43,Gdynia,Oksywie,Czwartaków,Œliczne 3 pokojowe mieszkanie szuka w³aœciciela!,53.5,374446,6999.0,3,wtorny,,2,2.0,,1955.0,do_zamieszkania,pelna_wlasnosc,60094630,0,0,0,0,0,1,0,54.5502084,18.5418839,1807.0,26017.0,3755.0,25083.0
36,37,44,Gdañsk,Wrzeszcz,gen. Józefa Wybickiego,"Twoja oaza w centrum miasta- 3 pokoje, Wrzeszcz!",42.7,520000,12178.0,3,wtorny,kamienica,parter,4.0,elektryczne,1950.0,do_zamieszkania,pelna_wlasnosc,60959745,0,0,1,0,0,1,0,54.384890399999996,18.610536800000002,693.0,4945.0,1606.0,4956.0
37,38,45,Gdañsk,Che³m,ul. Kazimierza Wielkiego,"Atrakcyjne mieszkanie w Gdañsku 60,32m2",60.32,419000,6946.0,3,wtorny,kamienica,2,3.0,miejskie,,do_zamieszkania,pelna_wlasnosc,60896336,1,1,0,0,0,1,1,54.29940970000001,18.609141,1679.0,15665.0,5001.0,20733.0
38,39,46,Gdañsk,Ujeœcisko-£ostowice,£ostowice,Szybki odbiór - Wysoki standard - S³oneczne,46.5,326079,7012.0,2,wtorny,blok,3,3.0,miejskie,2019.0,do_wykonczenia,pelna_wlasnosc,60959544,1,1,0,0,1,0,1,54.3124404,18.5955531,1641.0,13568.0,4068.0,16828.0
39,40,47,Gdañsk,Nowy Port,ul. Na Zaspê,Sprzedam mieszkanie,43.57,374702,8600.0,2,wtorny,kamienica,parter,4.0,gazowe,,do_zamieszkania,pelna_wlasnosc,60601944,0,0,0,0,0,1,0,54.40138109999999,18.6697467,1136.0,9506.0,2751.0,12992.0
40,41,48,Gdañsk,Wrzeszcz,al. gen. Józefa Hallera 92,Mieszkanie 4 pokojowe na Hallera 92,74.0,550000,7432.0,4,wtorny,kamienica,1,3.0,miejskie,1945.0,do_zamieszkania,pelna_wlasnosc,60959374,0,0,0,0,0,1,0,54.384382499999994,18.6216732,721.0,5352.0,1656.0,7031.0
41,42,49,Gdynia,Witomino,Witomino-Leœniczówka,Apartament w Gdyni Witomino,58.18,549000,9436.0,3,pierwotny,apartamentowiec,1,2.0,miejskie,2021.0,do_wykonczenia,pelna_wlasnosc,60596622,0,1,0,0,1,1,0,54.4956247,18.506902800000002,1548.0,13860.0,2920.0,16027.0
42,43,50,Gdañsk,Ujeœcisko-£ostowice,Konrada Guderskiego,"Przestronne, s³oneczne, 3-pok. Zakoniczyn",57.3,425000,7417.0,3,wtorny,blok,3,3.0,miejskie,2011.0,do_zamieszkania,pelna_wlasnosc,60956046,1,1,0,0,0,1,1,54.3198958,18.5626349,1421.0,17519.0,2836.0,13255.0
43,44,51,Gdañsk,Wrzeszcz,Do Studzienki,58m centrum Wrzeszcza przy parku i Manhattanie!,58.0,519000,8948.0,2,wtorny,blok,1,4.0,miejskie,2000.0,do_zamieszkania,pelna_wlasnosc,60959174,0,1,1,0,0,1,1,54.37152729999999,18.6108184,606.0,5244.0,1476.0,5520.0
44,45,52,Gdynia,Oksywie,,Gotowe do odbioru - 3 pokoje z ogrodem,49.3,426445,8650.0,3,wtorny,blok,parter,3.0,miejskie,2019.0,do_wykonczenia,pelna_wlasnosc,60959187,0,1,0,0,0,1,0,,,1524.0,14737.0,1602.0,14053.0
45,46,53,Gdañsk,Ujeœcisko-£ostowice,Borkowska,Nowe osiedle - wysoki standard - ogród - zachód,62.0,415192,6697.0,3,pierwotny,blok,parter,3.0,miejskie,2019.0,do_wykonczenia,pelna_wlasnosc,60959125,1,0,1,0,1,0,1,54.29543510000001,18.6194345,1632.0,23415.0,3798.0,15728.0
46,47,55,Gdañsk,Siedlce,ul. Kolonia Zrêby,Tylko u Nas ! 3 pokoje z balkonem i osobn¹ kuchni¹,60.6,449900,7424.0,3,wtorny,blok,1,4.0,miejskie,1983.0,do_remontu,pelna_wlasnosc,60936297,0,1,0,0,0,1,0,54.3515793,18.604016199999997,1144.0,9621.0,2828.0,11660.0
47,48,56,Gdañsk,Letnica,ul. Starowiejska 56,Apartament 4 pokoje Wysoki Standard (Ogródek 70m2),80.0,795000,9938.0,4,wtorny,blok,parter,6.0,miejskie,2019.0,do_zamieszkania,pelna_wlasnosc,60193918,0,0,1,0,0,0,0,54.395287399999994,18.6448573,1135.0,8448.0,2774.0,10422.0
48,49,57,Gdañsk,Osowa,Nike,Kawalerka Z Du¿ym Balkonem Na Osowej,34.0,310000,9118.0,1,wtorny,blok,1,4.0,miejskie,2013.0,do_zamieszkania,pelna_wlasnosc,60878174,1,1,0,0,1,0,1,54.38238470000001,18.599745499999997,376.0,3465.0,853.0,3751.0
49,50,58,Gdañsk,Piecki-Migowo,Heleny Marusarzówny,S³oneczne mieszkanie z balkonem Gdañsk Morena,60.1,495000,8236.0,3,wtorny,blok,1,4.0,miejskie,1986.0,do_zamieszkania,spoldzielcze_wlasnosciowe,60959119,0,0,0,0,0,0,0,54.35775970000001,18.5766797,1062.0,8279.0,2304.0,8249.0
50,51,59,Gdañsk,Ujeœcisko-£ostowice,Hokejowa,Przytulne 2 pokojowe w nowej inwestycji-£ostowice,50.9,399000,7839.0,2,wtorny,blok,3,3.0,miejskie,2017.0,do_zamieszkania,pelna_wlasnosc,60959102,0,0,0,0,1,0,0,54.30879229999999,18.594739399999998,1847.0,14755.0,4199.0,17715.0
51,52,60,Gdañsk,Przymorze,Obroñców Wybrze¿a,Gdañsk Przymorze. Rewelacyjne mieszkanie w falowcu,46.0,399000,8674.0,2,wtorny,,2,10.0,,1973.0,,spoldzielcze_wlasnosciowe,60958928,0,1,0,0,0,1,0,54.40920699999999,18.596602999999998,483.0,2985.0,1618.0,5078.0
52,53,61,Gdynia,Œródmieœcie,ul. Antoniego Abrahama,"Super oferta, mieszkanie w Gdyni ul. Abrahama",55.0,495000,9000.0,3,wtorny,blok,5,5.0,miejskie,,do_zamieszkania,pelna_wlasnosc,60933833,0,1,0,0,0,1,0,54.5161674,18.5397435,1435.0,13391.0,2366.0,15047.0
53,54,62,Gdañsk,Przymorze,Piastowska 163,Przytulne mieszkanko 900 metrów od morza,31.72,360000,11349.0,2,wtorny,blok,parter,4.0,miejskie,,do_zamieszkania,pelna_wlasnosc,60958759,0,0,1,0,0,0,1,54.418009,18.592979,461.0,2998.0,1405.0,4161.0
54,55,64,Gdañsk,Przymorze,Rzeczypospolitej,2 Pokojowe Mieszkanie Po Generalnym Remoncie !!,37.0,425000,11486.0,2,wtorny,,parter,10.0,,1975.0,,,60958684,0,1,0,0,0,1,0,54.395997200000004,18.5995137,433.0,3047.0,1653.0,6107.0
55,56,65,Gdañsk,Œródmieœcie,Angielska Grobla,Okazja! Apartamenty przy Starówce w Riverview!,33.3,495000,14865.0,1,wtorny,blok,3,4.0,,2019.0,,,60958669,0,0,0,0,1,0,0,54.35064739999999,18.6652889,1261.0,11254.0,3320.0,11270.0
56,57,76,Gdynia,Oksywie,Bosmañska,Osiedle dobrze skomunikowane z reszt¹ miasta,35.06,303269,8650.0,2,pierwotny,,parter,3.0,,2021.0,,,60928782,0,0,0,0,1,0,1,54.5489186,18.5320258,1819.0,25691.0,3235.0,20846.0
57,58,77,Gdañsk,BrzeŸno,ul. Ksawerego Dunikowskiego,2 pokoje z oddz. kuch - 400 metrów od pla¿y,44.2,369000,8348.0,2,wtorny,blok,3,4.0,miejskie,1974.0,do_remontu,pelna_wlasnosc,60868800,0,1,0,0,0,1,0,54.4042152,18.6425107,963.0,6733.0,2476.0,6910.0
58,59,80,Gdañsk,Che³m,Nieborowska,"mieszkanie 2 pokoje, gara¿",55.5,499000,8991.0,2,wtorny,blok,2,4.0,,2008.0,do_zamieszkania,,60958467,0,0,0,0,1,0,0,54.33072489999999,18.6061217,1383.0,11273.0,3382.0,14483.0
59,60,82,Gdañsk,Anio³ki,Powstañców Warszawskich,Mieszkanie - Gdañsk Anio³ki,64.74,615030,9500.0,3,pierwotny,blok,1,3.0,miejskie,2022.0,,,60899078,0,1,0,0,0,0,1,54.356429399999996,18.6203736,920.0,7672.0,2472.0,8711.0
60,61,83,Gdañsk,Przeróbka,Teofila Lenartowicza,Przeróbka/ 3 Pokoje/ 5 Min Do Starówki,50.26,389000,7740.0,3,wtorny,kamienica,2,2.0,miejskie,,do_zamieszkania,pelna_wlasnosc,60501503,0,0,0,0,0,1,0,54.3583838,18.687624,1158.0,12163.0,3223.0,12641.0
61,62,84,Sopot,Wyœcigi,,Sopot £okietka - Cena Spada !! Szybka Sprzeda¿,77.0,889000,11545.0,3,wtorny,kamienica,parter,2.0,gazowe,,do_zamieszkania,pelna_wlasnosc,60765127,0,0,0,0,0,1,0,,,504.0,4558.0,1197.0,5316.0
62,63,85,Gdañsk,Piecki-Migowo,Myœliwskie Wzgórze,"Morena,4 pokoje z ogrodem,z miejscami postojowymi!",89.3,960000,10750.0,4,wtorny,blok,parter,4.0,,2012.0,do_zamieszkania,pelna_wlasnosc,60958455,1,0,0,0,1,0,1,54.3482853,18.5630968,1246.0,9680.0,2160.0,8941.0
63,64,86,Gdañsk,Przymorze,Obroñców Wybrze¿a,Przymorze/ 2 Pokoje/ Blisko Morza/ Po remoncie,38.0,379000,9974.0,2,wtorny,blok,3,10.0,,1976.0,do_zamieszkania,,60958449,0,0,0,0,1,0,0,54.40920699999999,18.596602999999998,483.0,2985.0,1618.0,5078.0
64,65,87,Gdañsk,Brêtowo,NiedŸwiednik,"Komfortowe trzy pokoje - Gdañsk, NiedŸwiednik",61.0,549000,9000.0,3,wtorny,blok,parter,10.0,miejskie,1986.0,do_zamieszkania,,60958426,0,1,0,0,1,1,0,54.37682650000001,18.565356899999998,714.0,6155.0,1918.0,6477.0
65,66,90,Gdynia,Oksywie,Bosmañska,Mieszkanie blisko morza i lasów - Gdynia,26.49,266255,10051.0,1,pierwotny,,3,3.0,,2021.0,,,60914080,0,0,0,0,1,0,1,54.5489186,18.5320258,1819.0,25691.0,3235.0,20846.0
66,67,92,Gdañsk,Che³m,,Urokliwe miejsce pe³ne udogodnieñ - Gdañsk Che³m,35.34,254448,7200.0,2,pierwotny,,1,2.0,,2021.0,,,60906489,0,1,0,0,0,0,0,,,884.0,8304.0,1362.0,9195.0
67,68,93,Gdañsk,¯abianka,Bitwy Oliwskiej,"S³oneczna Kawalerka na ¯abiance 28,4 m2",28.4,270000,9507.0,1,wtorny,blok,6,10.0,miejskie,1980.0,do_wykonczenia,spoldzielcze_wlasnosciowe,60958353,0,1,0,0,1,1,0,54.420304200000004,18.566942,348.0,2288.0,949.0,3209.0
68,69,94,Gdañsk,Che³m,,Mieszkanie z dogodn¹ komunikacj¹ - Gdañsk Che³m,34.08,245376,7200.0,2,pierwotny,,parter,2.0,,2021.0,,,60906484,0,1,0,0,0,0,0,,,884.0,8304.0,1362.0,9195.0
69,70,96,Gdañsk,BrzeŸno,ul. Letnicka,NOWE Perfekcyjne 2 pokoje - 750m od pla¿y,43.45,499000,11484.0,2,wtorny,blok,2,5.0,miejskie,2020.0,do_zamieszkania,pelna_wlasnosc,60882319,0,1,0,0,0,1,1,54.402271999999996,18.6512302,1065.0,7898.0,2677.0,8392.0
70,71,105,Gdañsk,BrzeŸno,ul. Konrada Korzeniowskiego,Piêkne mieszkanie blisko pla¿y - Gdañsk BrzeŸno !!,59.0,649000,11000.0,3,wtorny,blok,parter,4.0,miejskie,,do_zamieszkania,spoldzielcze_wlasnosciowe,60854829,0,1,0,0,0,1,0,54.406786800000006,18.6326758,851.0,5934.0,2250.0,6541.0
71,72,106,Gdañsk,Zaspa,Dywizjonu 303,"Zaspa, 2 Pokoje Blisko Morza",52.0,462800,8900.0,2,wtorny,blok,8,9.0,,1980.0,do_zamieszkania,spoldzielcze_wl._z_KW,60958098,0,0,0,0,1,0,0,54.39076799999999,18.5999697,571.0,3807.0,1427.0,3858.0
72,73,108,Gdañsk,Ujeœcisko-£ostowice,ul. Warszawska,Kamienica Warszawska z gara¿em i ogródkiem w cenie,48.0,428000,8917.0,1,pierwotny,blok,parter,1.0,kotlownia,2020.0,do_wykonczenia,,60372638,0,0,1,0,0,0,0,54.3326392,18.583861,1345.0,11513.0,3548.0,14427.0
74,75,110,Gdañsk,Wrzeszcz,ul. Jaœkowa Dolina,Mieszkanie 8B - Apartamenty Jaœkowa Dolina 73,72.65,922655,12700.0,4,pierwotny,apartamentowiec,1,4.0,,2020.0,do_wykonczenia,pelna_wlasnosc,58637040,1,1,0,0,1,0,0,54.36856329999999,18.5951087,653.0,5645.0,1854.0,6511.0
75,76,111,Gdynia,Wielki Kack,Starodworcowa,"Eleganckie, trzypokojowe, doskonale skomunikowane",77.35,649900,8402.0,3,wtorny,,2,3.0,,2010.0,do_zamieszkania,pelna_wlasnosc,60649489,0,1,0,0,0,0,0,54.46662749999999,18.497633999999998,1109.0,11126.0,3315.0,15081.0
76,77,112,Gdañsk,Osowa,ul. Centaura,"Du¿e mieszkanie 3-pokojowe (58,31 m2) z balkonem!",58.31,505000,8661.0,3,pierwotny,blok,2,2.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60942748,0,1,0,0,0,0,0,54.42146210000001,18.4669533,1106.0,10375.0,2409.0,11802.0
77,78,113,Gdynia,Oksywie,Bosmañska,Widok na Port Gdyñski!Dwa miejsca postojowe gratis,59.1,449314,7603.0,4,pierwotny,,3,3.0,,2020.0,do_wykonczenia,,60957963,1,1,0,0,1,1,0,54.5489186,18.5320258,1819.0,25691.0,3235.0,20846.0
78,79,114,Gdynia,Grabówek,Morska,S³oneczne 2 pokojowe Mieszkanie Blisko Centrum!,37.0,305000,8243.0,2,wtorny,blok,4,5.0,,1950.0,do_zamieszkania,spoldzielcze_wl._z_KW,60957960,0,0,0,0,1,0,1,54.537902700000004,18.4729157,1496.0,22300.0,3161.0,19561.0
79,80,115,Gdañsk,Osowa,ul. Centaura,"Nowe mieszkanie 3-pokojowe (58,31 m2) z balkonem!",58.31,499000,8558.0,3,pierwotny,blok,1,2.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60942784,0,1,0,0,0,0,0,54.42146210000001,18.4669533,1106.0,10375.0,2409.0,11802.0
80,81,116,Gdynia,Or³owo,Œwiatowida,Apartament z widokiem na morze Gdynia Or³owo,143.8,2789720,19400.0,5,wtorny,apartamentowiec,1,2.0,inne,2020.0,do_wykonczenia,,60404234,0,1,0,0,1,0,0,54.4765182,18.5543686,906.0,8681.0,2024.0,10084.0
81,82,117,Gdynia,Œródmieœcie,Stefana ¯eromskiego,Luksusowy apartament z tarasem na ostatnim piêtrze,84.0,2600000,30952.0,3,wtorny,apartamentowiec,5,5.0,miejskie,2020.0,do_zamieszkania,pelna_wlasnosc,60899963,0,1,0,0,1,1,0,54.5219289,18.5448584,1623.0,14155.0,2394.0,15060.0
82,83,118,Gdañsk,Osowa,ul. Centaura,"Nowe mieszkanie 3-pokojowe (64,30 m2) z balkonem!",64.3,540000,8398.0,3,pierwotny,blok,2,2.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60942788,0,1,0,0,0,0,0,54.42146210000001,18.4669533,1106.0,10375.0,2409.0,11802.0
83,84,119,Gdynia,Œródmieœcie,,Ekskluzywny apartament z du¿ym tarasem,98.94,2600000,26279.0,3,wtorny,apartamentowiec,5,5.0,miejskie,2015.0,do_zamieszkania,pelna_wlasnosc,60900396,0,1,0,0,1,1,0,,,1524.0,14737.0,1602.0,14053.0
84,85,120,Gdañsk,Œródmieœcie,Chmielna,Deo Plaza - luksus & widok,74.21,2300510,31000.0,2,wtorny,apartamentowiec,4,6.0,miejskie,2019.0,do_zamieszkania,pelna_wlasnosc,60939869,0,0,0,0,1,0,0,54.3457363,18.6558683,1038.0,9489.0,2651.0,9845.0
85,86,121,Gdynia,Ma³y Kack,Mi³a,Ma³y Kack 3 pokoje 95m2 z tarasem i hal¹ gara¿ow¹,95.0,1200000,12632.0,3,wtorny,dom_wolnostojacy,1,2.0,gazowe,2001.0,do_zamieszkania,,60920238,1,0,0,0,0,0,1,54.473080599999996,18.5175893,1289.0,12262.0,2931.0,13214.0
86,87,122,Gdañsk,BrzeŸno,Nadmorski Dwór,Wakacyjny Apartament w wysokim standardzie,65.3,1174000,17979.0,2,wtorny,apartamentowiec,parter,3.0,miejskie,2015.0,do_zamieszkania,pelna_wlasnosc,58701612,1,0,1,0,1,0,1,54.40615250000001,18.622058199999998,785.0,5536.0,2031.0,6018.0
87,88,123,Sopot,Dolny,W³adys³awa £okietka,"2 apartamenty inwestycyjne, Sopocka Rezydencja",80.0,1150000,14375.0,4,wtorny,apartamentowiec,parter,3.0,miejskie,2012.0,do_zamieszkania,,59564041,0,0,1,0,1,0,0,54.43007309999999,18.5739192,461.0,4024.0,1654.0,4995.0
89,90,125,Gdañsk,Wrzeszcz,Jaœkowa Dolina,Apartament w inwestycji Apartamenty Jaœkowa Dolina,74.8,1150000,15374.0,3,wtorny,apartamentowiec,4,4.0,gazowe,2017.0,do_zamieszkania,pelna_wlasnosc,60283039,1,1,0,0,1,0,1,54.36856329999999,18.5951087,653.0,5645.0,1854.0,6511.0
