,id,id_offers,miasto,dzielnica,ulica,tytul,powierzchnia,cena,cena_metr,liczba_pokoi,rynek,zabudowa,pietro,liczba_pieter,ogrzewanie,rok_budowy,stan_wykonczenia,forma_wlasnosci,numer_oferty,teren_zamkniety,balkon,ogrodek,garaz_miejsce,winda,piwnica,monitoring_ochrona,latitude,longitude,czas_auto,dystans_auto,czas_zbiorowy,dystans_zbiorowy
2193,2194,2622,Gdynia,Witomino,gen. Mariusza Zaruskiego,Przestronne 3 pokoje Gdynia Chwarzno - Wiczlino,64.3,570000,8865.0,3,wtorny,,1,4.0,,2013.0,do_zamieszkania,pelna_wlasnosc,60226275,0,0,0,0,0,0,0,54.492751,18.436126100000006,1409.0,18615.0,3664.0,21343.0
2194,2195,2623,Gdañsk,Œródmieœcie,Ch³odna,Dochochodowy wynajem dla zagranicznych pacjentów.,77.0,769000,9987.0,3,wtorny,,2,4.0,,1901.0,do_zamieszkania,pelna_wlasnosc,59982362,0,0,0,0,0,1,0,54.343427,18.6641059,1151.0,10181.0,2924.0,10527.0
2195,2196,2624,Gdañsk,Zaspa,Startowa,2 Oddzielne Pokoje/ Du¿y Balkon/ Bardzo Dobry Stan,48.2,460000,9544.0,2,wtorny,blok,6,7.0,miejskie,1978.0,do_zamieszkania,pelna_wlasnosc,60896673,0,1,0,0,1,1,0,54.3958095,18.5947797,560.0,3081.0,1735.0,6269.0
2196,2197,2625,Gdañsk,Piecki-Migowo,Myœliwskie Wzgórze,"4 Pokoje/ Osiedle ""Klimaty""/ Du¿y Ogród/ S³oneczne",89.3,960000,10750.0,4,wtorny,blok,parter,3.0,miejskie,2012.0,do_zamieszkania,pelna_wlasnosc,60879544,1,0,1,0,1,1,1,54.3482853,18.5630968,1246.0,9680.0,2160.0,8941.0
2197,2198,2626,Gdañsk,Przymorze,Jagielloñska,Przymorze/ Blisko Pla¿y/ Po Kapitalnym Remoncie,46.0,429000,9326.0,2,wtorny,blok,7,10.0,miejskie,1970.0,do_zamieszkania,pelna_wlasnosc,60763757,0,1,0,0,1,1,0,54.413216799999994,18.5933639,475.0,3235.0,1296.0,4185.0
2198,2199,2627,Gdynia,Wzgórze Œw. Maksymiliana,Wojewody Wachowiaka,Kawalerka/ Pod Wynajem/ Œwietna Lokalizacja,20.8,259000,12452.0,1,wtorny,blok,1,3.0,miejskie,1956.0,do_zamieszkania,pelna_wlasnosc,60903804,0,0,0,0,0,1,0,54.5002216,18.5383258,1285.0,11795.0,2606.0,13259.0
2199,2200,2628,Gdañsk,Oliwa,Aleksandra Gryglewskiego,Oliwa/ 2 Pokoje/ Pod Wynajem,35.0,360000,10286.0,2,wtorny,blok,1,4.0,miejskie,1969.0,do_remontu,pelna_wlasnosc,60842625,0,1,0,0,0,1,0,54.38952250000001,18.571270499999997,480.0,2729.0,990.0,2530.0
2200,2201,2629,Gdañsk,Osowa,Kozioro¿ca,Dwupoziomowe/ Dla Rodziny/ Cicha Lokalizacja,160.0,870000,5438.0,4,wtorny,blok,2,3.0,inne,2003.0,do_zamieszkania,pelna_wlasnosc,60739334,0,1,0,0,0,1,1,54.42148479999999,18.4709243,1034.0,9842.0,2290.0,11621.0
2201,2202,2630,Gdañsk,BrzeŸno,Orla,BrzeŸno/ 2 Pokoje/ 300 Metrów Do Pla¿y,42.5,372000,8753.0,2,wtorny,blok,4,4.0,miejskie,1969.0,do_zamieszkania,spoldzielcze_wl._z_KW,60860479,0,1,0,0,0,1,0,54.407358200000004,18.6353638,901.0,6189.0,2334.0,10507.0
2202,2203,2631,Gdañsk,Wrzeszcz,Politechniczna,Wrzeszcz/ 3 Pokoje W Klimatycznej Kamienicy,80.0,530000,6625.0,3,wtorny,kamienica,parter,3.0,miejskie,1900.0,do_remontu,pelna_wlasnosc,60673083,0,0,0,0,0,1,0,54.37451859999999,18.6153625,609.0,4956.0,1202.0,5146.0
2203,2204,2632,Gdañsk,Ujeœcisko-£ostowice,Piotrkowska,Ujeœcisko/ 3 Pokoje/ Gotowe Do Wprowadzenia,62.5,545000,8720.0,3,wtorny,blok,1,3.0,miejskie,2012.0,do_zamieszkania,pelna_wlasnosc,60222030,0,1,0,0,1,1,1,54.3298816,18.5827712,1482.0,12156.0,3690.0,14965.0
2204,2205,2633,Gdañsk,Ujeœcisko-£ostowice,Mariana Ko³odzieja,Ujeœcisko/ Wysoki Standard,58.58,475000,8109.0,2,wtorny,blok,parter,3.0,miejskie,2011.0,do_zamieszkania,pelna_wlasnosc,58133500,0,1,0,0,1,0,1,54.3338971,18.5855083,1405.0,11777.0,3567.0,14442.0
2205,2206,2634,Gdañsk,¯abianka,Gospody,¯abianka/ Kawalerka Bardzo Blisko Morza/ Od Zaraz,31.0,310000,10000.0,1,wtorny,blok,3,10.0,miejskie,1973.0,do_zamieszkania,pelna_wlasnosc,60834878,0,0,0,0,1,1,1,54.421849800000004,18.580765600000007,448.0,3931.0,1123.0,3393.0
2206,2207,2635,Gdañsk,Osowa,Owczarnia,Komfortowe i przytulne mieszkanie na skraju lasu,69.79,699000,10016.0,2,wtorny,dom_wolnostojacy,parter,1.0,inne,1939.0,do_zamieszkania,pelna_wlasnosc,60777201,0,0,1,0,0,1,0,54.409970799999996,18.4917176,902.0,9975.0,2847.0,11702.0
2207,2208,2636,Gdynia,Wzgórze Œw. Maksymiliana,WACHOWIAKA WOJEWODY,Gdynia 3 pok Wzgórze Maksymiliana,70.13,498000,7101.0,3,wtorny,kamienica,3,3.0,gazowe,1950.0,do_zamieszkania,pelna_wlasnosc,60628366,0,0,0,0,0,1,0,54.5002216,18.5383258,1285.0,11795.0,2606.0,13259.0
2208,2209,2637,Gdañsk,Wrzeszcz,ul. Juliusza S³owackiego,Mieszkanie 2-pokojowe w samym centrum Wrzeszcza.,35.0,479000,13686.0,2,wtorny,kamienica,2,4.0,gazowe,1960.0,do_zamieszkania,pelna_wlasnosc,60903686,0,0,0,0,0,1,0,54.37654670000001,18.5215457,992.0,10905.0,2025.0,9574.0
2209,2210,2638,Gdañsk,Œródmieœcie,Sukiennicza,Mieszkanie w odnowionej kamienicy w sercu Gdañska,68.2,740000,10850.0,3,wtorny,kamienica,2,4.0,inne,,do_remontu,pelna_wlasnosc,60852639,0,1,0,0,0,1,0,54.3548823,18.6579919,1068.0,8836.0,2623.0,9236.0
2212,2213,2641,Gdynia,Ma³y Kack,ul. Parkowa,"Sprzedam mieszkanie 80,3 m2 Cadena Park",80.3,715000,8904.0,4,wtorny,apartamentowiec,2,2.0,miejskie,2003.0,do_zamieszkania,pelna_wlasnosc,60920134,1,1,0,0,0,0,0,54.47139820000001,18.516458,1141.0,11219.0,2938.0,13430.0
2213,2214,2642,Gdañsk,Jasieñ,Lawendowe Wzgórze,2 Pokoje / Balkon / 2019 rok budowy,38.97,385000,9879.0,2,wtorny,blok,5,5.0,miejskie,2019.0,do_zamieszkania,pelna_wlasnosc,60902178,0,1,0,0,1,0,0,54.3291907,18.5661478,1372.0,11221.0,4083.0,17954.0
2214,2215,2644,Gdañsk,Przymorze,ul. Lêborska,3 pokojowy apartament z pieknym ogrodem,69.0,843000,12217.0,3,wtorny,blok,parter,5.0,miejskie,,do_zamieszkania,pelna_wlasnosc,60755687,1,0,1,0,1,0,1,54.4048868,18.580096100000002,286.0,1583.0,1050.0,1378.0
2215,2216,2645,Gdañsk,Wrzeszcz,Cypriana Kamila Norwida,os. Garnizon/ 2 Pokoje/ Styl Skandynawski,50.66,700000,13818.0,2,wtorny,apartamentowiec,3,8.0,miejskie,2017.0,do_zamieszkania,pelna_wlasnosc,60903388,0,1,0,0,1,0,1,54.38360720000001,18.5919312,523.0,4249.0,1045.0,3416.0
2216,2217,2646,Sopot,Dolny,PU£ASKIEGO KAZIMIERZA,Mieszkanie - Sopot Dolny,165.15,1570000,9507.0,6,wtorny,kamienica,2,2.0,elektryczne,1900.0,do_remontu,pelna_wlasnosc,60259908,0,1,0,0,0,1,0,54.443292299999996,18.567239100000002,692.0,5219.0,1697.0,5959.0
2217,2218,2647,Gdañsk,Œródmieœcie,OGARNA,Mieszkanie - Gdañsk Stare Miasto,68.35,899000,13153.0,3,wtorny,kamienica,2,3.0,miejskie,1950.0,do_zamieszkania,pelna_wlasnosc,60654760,0,0,0,0,0,1,0,54.34816020000001,18.6513742,1166.0,9458.0,2408.0,9366.0
2218,2219,2648,Sopot,Centrum,GROTTGERA ARTURA,Mieszkanie - Sopot Centrum,53.2,530000,9962.0,3,wtorny,blok,3,10.0,miejskie,1968.0,do_remontu,pelna_wlasnosc,59817144,0,0,0,0,1,1,0,54.4443315,18.5580928,613.0,5229.0,1859.0,6181.0
2219,2220,2649,Sopot,Górny,ARMII KRAJOWEJ,Mieszkanie - Sopot Górny,25.4,330000,12992.0,1,wtorny,kamienica,parter,3.0,miejskie,1900.0,do_zamieszkania,pelna_wlasnosc,60734691,0,0,0,0,0,1,0,54.4392892,18.5570652,523.0,4368.0,1684.0,6016.0
2220,2221,2650,Gdañsk,Piecki-Migowo,Zwi¹zku Jaszczurczego,"Dwupokojowe ustawne na Morenie, du¿a loggia",49.0,439000,8959.0,2,wtorny,,1,10.0,,1987.0,do_zamieszkania,,60903270,0,0,0,0,0,0,0,54.354879000000004,18.575068100000006,1071.0,8151.0,3251.0,14043.0
2221,2222,2652,Gdynia,Pustki Cisowskie,,Gdynia 4 - pokojowe Pustki Cisowskie Chabrowa 88 M,88.0,599000,6807.0,4,wtorny,blok,1,4.0,miejskie,1993.0,do_zamieszkania,pelna_wlasnosc,60903120,0,0,0,0,0,1,0,,,1524.0,14737.0,1602.0,14053.0
2222,2223,2653,Gdynia,Dzia³ki Leœne,,Mieszkanie - Gdynia Dzia³ki Leœne,71.26,748230,10500.0,3,pierwotny,apartamentowiec,1,3.0,gazowe,2020.0,do_wykonczenia,pelna_wlasnosc,60903118,0,1,0,0,1,1,0,,,1524.0,14737.0,1602.0,14053.0
2223,2224,2654,Gdañsk,Zaspa,ul. Startowa,"Mieszkanie 3-pokojowe, 62 m. Zaspa, Startowa",62.5,585000,9360.0,3,wtorny,blok,1,10.0,miejskie,1980.0,do_zamieszkania,spoldzielcze_wlasnosciowe,60790003,0,1,0,0,1,1,0,54.3958095,18.5947797,560.0,3081.0,1735.0,6269.0
2224,2225,2655,Gdañsk,Piecki-Migowo,Myœliwska 44c,3-pok mieszkanie MORENA os. Foresta (bezpoœrednio),63.56,654500,10297.0,3,wtorny,apartamentowiec,1,4.0,miejskie,2020.0,do_zamieszkania,pelna_wlasnosc,60902986,0,1,0,0,1,1,1,54.352026699999996,18.570388100000002,1123.0,9059.0,2097.0,9171.0
2225,2226,2656,Gdañsk,Ujeœcisko-£ostowice,ul. Hokejowa,73m/Piwnica/3pokoje/Hokejowa/,73.0,570000,7808.0,3,wtorny,blok,3,3.0,miejskie,2012.0,do_zamieszkania,pelna_wlasnosc,60902895,0,1,0,0,1,1,0,54.30879229999999,18.594739399999998,1847.0,14755.0,4199.0,17715.0
2226,2227,2657,Gdynia,Karwiny,Buraczana 45,Sprzedam mieszkanie 3 pokoje blisko PKM!,63.5,429000,6756.0,3,wtorny,blok,3,4.0,miejskie,1987.0,do_zamieszkania,spoldzielcze_wlasnosciowe,60632754,0,1,0,0,0,1,0,54.471352,18.5032609,1139.0,10844.0,3320.0,15076.0
2227,2228,2658,Gdañsk,Przymorze,gen. Bora-Komorowskiego,"3 Pokoje Z Balkonem I Miejscem W Hali, Przymorze",69.48,835000,12018.0,3,wtorny,blok,3,3.0,miejskie,2007.0,do_zamieszkania,pelna_wlasnosc,60902651,0,1,0,0,0,1,0,54.40844789999999,18.5855867,461.0,2585.0,1642.0,5121.0
2228,2229,2659,Gdañsk,Jasieñ,,3 pokoje/Kameralne osiedle/Blisko tramwaj,62.0,579000,9339.0,3,wtorny,blok,1,3.0,inne,2011.0,do_zamieszkania,,60902632,0,0,0,0,1,0,0,,,884.0,8304.0,1362.0,9195.0
2229,2230,2660,Gdañsk,Kie³pinek,ul. Przytulna,Mieszkanie 64m2 + piwnica / opcja - miejsce w hali,64.0,550000,8594.0,3,wtorny,blok,4,4.0,,2008.0,do_zamieszkania,pelna_wlasnosc,60761439,0,1,0,0,1,1,0,54.3507748,18.533140300000003,1187.0,13766.0,1638.0,9011.0
2230,2231,2661,Gdañsk,Ujeœcisko-£ostowice,Tenisowa,2 Pokoje/ 1 Piêtro/ Szybkie Wydanie,56.2,399000,7100.0,2,wtorny,,1,2.0,,,,,60550125,0,1,0,0,0,0,0,54.30438839999999,18.584836499999998,1665.0,20564.0,4190.0,18529.0
2231,2232,2662,Gdañsk,Przeróbka,Jana Brzechwy,2 Pokoje/ Przeróbka/ Œwietny Stan,39.54,310000,7840.0,2,wtorny,blok,parter,1.0,gazowe,,,pelna_wlasnosc,60634015,0,0,0,0,0,1,0,54.35636170000001,18.687827600000002,1224.0,12605.0,3461.0,12972.0
2232,2233,2663,Gdañsk,Przymorze,Obroñców Wybrze¿a,2 Pokoje/ Przymorze/ Wysoki Standard,30.0,330000,11000.0,2,wtorny,blok,5,10.0,miejskie,1975.0,,,60754076,0,0,0,0,1,0,0,54.40920699999999,18.596602999999998,483.0,2985.0,1618.0,5078.0
2233,2234,2664,Gdañsk,Przymorze,Rzeczypospolitej,2 Pokoje/ Gdañsk - Przymorze/ Szybkie Wydanie,38.0,359000,9447.0,2,wtorny,blok,1,10.0,miejskie,,,,60754835,0,0,0,0,1,0,0,54.395997200000004,18.5995137,433.0,3047.0,1653.0,6107.0
2234,2235,2665,Gdañsk,Siedlce,Kartuska,2 Pokoje/ Gdañsk Siedlce/ S³oneczne Mieszkanie,51.54,438000,8498.0,2,wtorny,kamienica,4,5.0,miejskie,,,pelna_wlasnosc,60694798,0,0,0,0,0,1,0,54.34416090000001,18.547418,1156.0,14343.0,1983.0,8516.0
2235,2236,2668,Sopot,Wyœcigi,ul. W³adys³awa IV 34,"Luksusowy apartament 200 m2, ogród",200.0,2700000,13500.0,7,wtorny,dom_wolnostojacy,parter,2.0,miejskie,2018.0,do_zamieszkania,pelna_wlasnosc,60936590,1,0,1,0,0,1,0,54.434709999999995,18.5694168,522.0,4265.0,1548.0,4854.0
2236,2237,2669,Gdañsk,Ujeœcisko-£ostowice,ul. Ciechanowska,S³oneczne mieszkanie na parterze z ogródkiem,81.4,649000,7973.0,4,wtorny,blok,parter,2.0,miejskie,,do_zamieszkania,pelna_wlasnosc,60683619,0,0,1,0,0,1,1,54.327211,18.5978746,1464.0,11600.0,3187.0,14254.0
2237,2238,2670,Gdañsk,Wyspa Sobieszewska,,Unikat!Apartament z miejscem cumowniczym dla ³odzi,41.2,802575,19480.0,2,pierwotny,apartamentowiec,1,2.0,,2020.0,do_wykonczenia,pelna_wlasnosc,60530777,1,1,0,0,1,0,1,,,884.0,8304.0,1362.0,9195.0
2238,2239,2671,Gdañsk,Przymorze,D¹browszczaków,Ekskluzywne osiedle/ Fitness/ 1km do morza,68.74,1048703,15256.0,3,pierwotny,,>_10,12.0,,,,,60319348,0,0,0,0,0,0,0,54.41350569999999,18.601785600000003,566.0,3744.0,1438.0,4101.0
2239,2240,2672,Gdañsk,Przymorze,D¹browszczaków,Ekskluzywne osiedle/ Fitness/ 1km do morza,91.12,1004860,11028.0,4,pierwotny,,1,12.0,,2021.0,,,60318988,0,0,1,0,0,0,0,54.41350569999999,18.601785600000003,566.0,3744.0,1438.0,4101.0
2240,2241,2675,Gdañsk,Piecki-Migowo,Myœliwskie Wzgórze,3 Pokoje/ Gdañsk Morena/ Wysoki Standard,65.7,559000,8508.0,3,wtorny,blok,1,3.0,miejskie,2010.0,do_zamieszkania,pelna_wlasnosc,60485978,0,1,0,0,1,1,0,54.3482853,18.5630968,1246.0,9680.0,2160.0,8941.0
2241,2242,2676,Gdañsk,Przymorze,D¹browszczaków,Ekskluzywne osiedle/ Sala fitness/ 1km do morza,121.37,1946532,16038.0,5,pierwotny,apartamentowiec,7,12.0,miejskie,2021.0,,,57540244,1,1,0,0,1,0,1,54.41350569999999,18.601785600000003,566.0,3744.0,1438.0,4101.0
2242,2243,2677,Sopot,Dolny,al. Niepodleg³oœci 757,Sopot na sprzeda¿,48.0,500000,10417.0,2,wtorny,blok,parter,5.0,miejskie,1980.0,do_zamieszkania,spoldzielcze_wlasnosciowe,60843742,1,1,0,0,0,1,0,54.4396728,18.5609521,482.0,4343.0,1535.0,5786.0
2244,2245,2679,Gdynia,Pustki Cisowskie,Pustki Cisowskie,Okazja! 2 pokoje w atrakcyjnej cenie i lokalizacji,49.42,290000,5868.0,2,wtorny,blok,parter,4.0,miejskie,1987.0,do_remontu,pelna_wlasnosc,60902480,0,1,0,0,0,1,0,54.535842099999996,18.447616399999998,1733.0,23583.0,3284.0,21512.0
2245,2246,2680,Gdañsk,Kie³pinek,ul. Taneczna,"Mieszkanie z ogródkiem, 48,5m2, Wisz¹ce Ogrody,PKM",48.54,499000,10280.0,2,wtorny,apartamentowiec,parter,5.0,inne,2014.0,do_zamieszkania,pelna_wlasnosc,60902471,0,0,1,0,1,0,1,54.35190309999999,18.5336143,1267.0,14000.0,1587.0,8929.0
2246,2247,2681,Gdañsk,Che³m,,4 pokojowe z widokiem Gd Che³m +miejsce gara¿owe,72.62,689000,9488.0,4,wtorny,blok,3,3.0,miejskie,2004.0,do_zamieszkania,pelna_wlasnosc,60383513,0,1,0,0,0,1,0,,,884.0,8304.0,1362.0,9195.0
2247,2248,2682,Gdañsk,Suchanino,ul. Karola Kurpiñskiego,Gdañsk Suchanino ul.Kurpiñskiego. Tanio,62.5,449000,7184.0,4,wtorny,blok,4,4.0,miejskie,1975.0,do_zamieszkania,spoldzielcze_wlasnosciowe,60251182,0,1,0,0,0,1,0,54.353226600000006,18.600664399999996,961.0,8188.0,2426.0,8382.0
2248,2249,2683,Gdañsk,Zaspa,al. Jana Paw³a II,Apartament 4 pokojowy Awiator Zaspa Jana Paw³a II,76.37,955000,12505.0,4,wtorny,apartamentowiec,3,12.0,,2014.0,,pelna_wlasnosc,60635158,0,1,0,0,1,1,1,54.397597899999994,18.605117,505.0,3597.0,1463.0,3832.0
2249,2250,2684,Gdañsk,Jasieñ,Lawendowe Wzgórze,2 Pokoje / Balkon / 2019 rok budowy,38.97,385000,9879.0,2,wtorny,blok,5,5.0,miejskie,2019.0,do_zamieszkania,pelna_wlasnosc,60902178,0,1,0,0,1,0,0,54.3291907,18.5661478,1372.0,11221.0,4083.0,17954.0
2250,2251,2687,Gdynia,Œródmieœcie,3 Maja,Przestronna kawalerka w centrum Gdyni,32.1,339000,10561.0,1,wtorny,blok,4,5.0,miejskie,1960.0,,pelna_wlasnosc,60902055,0,1,0,0,0,1,0,54.519695999999996,18.5355395,1405.0,14334.0,1957.0,14513.0
2251,2252,2688,Gdynia,Grabówek,,Idealne mieszkanie pod inwestycjê - ul. Morska!,38.0,269000,7079.0,2,wtorny,blok,3,4.0,elektryczne,1934.0,do_remontu,pelna_wlasnosc,60901988,0,0,0,0,0,1,0,,,1524.0,14737.0,1602.0,14053.0
2253,2254,2690,Gdañsk,Ujeœcisko-£ostowice,£ostowice,S³oneczne i ustawne - Bez Prowizji !,52.41,360528,6879.0,3,pierwotny,,3,3.0,,2022.0,,pelna_wlasnosc,60901893,0,0,0,0,0,0,0,54.3124404,18.5955531,1641.0,13568.0,4068.0,16828.0
2254,2255,2691,Gdañsk,Ujeœcisko-£ostowice,£ostowice,"P³d-zach, blisko centrum - Bez Prowizji !",62.24,412962,6635.0,3,pierwotny,,3,3.0,,2022.0,,pelna_wlasnosc,60901894,0,0,0,0,0,0,0,54.3124404,18.5955531,1641.0,13568.0,4068.0,16828.0
2255,2256,2692,Gdynia,Oksywie,,Nowe mieszkania na gdyñskim Oksywiu w super cenie!,38.72,320500,8277.0,2,pierwotny,,1,3.0,miejskie,2021.0,,pelna_wlasnosc,60764580,0,1,0,0,1,0,1,,,1524.0,14737.0,1602.0,14053.0
2256,2257,2693,Gdynia,Oksywie,,Nowe mieszkania na gdyñskim Oksywiu w super cenie!,31.74,270000,8507.0,2,pierwotny,,2,3.0,miejskie,2021.0,,pelna_wlasnosc,60764587,0,1,0,0,1,0,1,,,1524.0,14737.0,1602.0,14053.0
2257,2258,2694,Gdynia,Oksywie,,Nowe mieszkania na gdyñskim Oksywiu w super cenie!,26.49,239000,9022.0,1,pierwotny,,3,3.0,miejskie,2021.0,,pelna_wlasnosc,58324432,0,1,0,0,0,0,1,,,1524.0,14737.0,1602.0,14053.0
2258,2259,2695,Gdañsk,Wrzeszcz,ul. Marynarki Polskiej,"Mieszkanie, 35,10 m2, Gdañsk",35.1,409000,11652.0,2,wtorny,blok,10,11.0,miejskie,1980.0,do_zamieszkania,pelna_wlasnosc,60858667,0,1,0,0,1,1,0,54.3865407,18.647194100000004,913.0,7764.0,2553.0,9183.0
2259,2260,2696,Gdañsk,Kie³pinek,ul. Przytulna,Mieszkanie 64m2 + piwnica / opcja - miejsce w hali,64.0,550000,8594.0,3,wtorny,blok,4,4.0,,2008.0,do_zamieszkania,pelna_wlasnosc,60761439,0,1,0,0,1,1,0,54.3507748,18.533140300000003,1187.0,13766.0,1638.0,9011.0
2260,2261,2697,Gdañsk,Che³m,ul. W³adys³awa Jagie³³y,Dwupokojowe s³oneczne - odbiór Listopad 2020,45.77,329544,7200.0,2,pierwotny,blok,1,1.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,51870492,0,1,0,0,0,1,0,54.303551399999996,18.6137419,1579.0,15004.0,3340.0,16635.0
2261,2262,2698,Gdynia,Leszczynki,Bronis³awa Dembiñskiego,2 pokoje - Nowa cena Gdynia!!! - Spacer 360 Vr,42.8,339000,7921.0,2,wtorny,blok,3,4.0,inne,1980.0,do_zamieszkania,pelna_wlasnosc,60754348,0,0,0,0,0,1,0,54.5271274,18.4936649,1698.0,16952.0,2980.0,17309.0
2262,2263,2699,Gdañsk,Ujeœcisko-£ostowice,£ostowice,Zachodnie i ustawne - Bez Prowizji !,39.03,280431,7185.0,2,pierwotny,,1,3.0,,2022.0,,pelna_wlasnosc,60901771,0,0,0,0,0,0,0,54.3124404,18.5955531,1641.0,13568.0,4068.0,16828.0
2263,2264,2700,Gdañsk,Ujeœcisko-£ostowice,£ostowice,Parter z ogródkiem - Bez Prowizji !,72.43,441823,6100.0,4,pierwotny,,parter,3.0,,2022.0,,pelna_wlasnosc,60901773,0,0,0,0,0,0,0,54.3124404,18.5955531,1641.0,13568.0,4068.0,16828.0
2264,2265,2701,Gdañsk,Ujeœcisko-£ostowice,£ostowice,"Zachodnie, dwa pokoje - Bez Prowizji !",42.04,285157,6783.0,2,pierwotny,,1,3.0,,2022.0,,pelna_wlasnosc,60901772,0,0,0,0,0,0,0,54.3124404,18.5955531,1641.0,13568.0,4068.0,16828.0
2265,2266,2702,Gdañsk,Wrzeszcz,,Atrakcyjne mieszkanie-w trakcie remontu,65.59,539000,8218.0,4,wtorny,kamienica,1,2.0,miejskie,1960.0,,pelna_wlasnosc,60901746,0,0,0,0,0,0,0,,,884.0,8304.0,1362.0,9195.0
2266,2267,2703,Gdañsk,Œródmieœcie,Kotwiczników,Apartament na Gdañskiej Starówce,108.0,1560000,14444.0,3,wtorny,kamienica,5,5.0,miejskie,2019.0,do_zamieszkania,pelna_wlasnosc,60852536,0,0,0,0,1,0,0,54.345820999999994,18.6537443,1248.0,9759.0,2551.0,9706.0
2267,2268,2704,Gdañsk,Wrzeszcz,,Atrakcyjne 3 pokoje w niskiej zabudowie,62.84,569000,9055.0,3,wtorny,blok,2,4.0,,1965.0,do_zamieszkania,pelna_wlasnosc,60901622,0,0,0,0,0,0,0,,,884.0,8304.0,1362.0,9195.0
2268,2269,2705,Gdañsk,Oliwa,Obroñców Westerplatte,Mieszkanie 3-pok. w kamienicy przy Parku Oliwskim,83.35,800000,9598.0,3,wtorny,kamienica,1,2.0,gazowe,1920.0,do_zamieszkania,pelna_wlasnosc,60670396,0,1,0,0,0,1,0,54.408682999999996,18.5634479,284.0,1407.0,374.0,1024.0
2269,2270,2706,Gdynia,Pogórze,ul. ¯eliwna,Gdynia Pogórze po remoncie kapitalnym 60m2,59.71,379000,6347.0,3,wtorny,blok,parter,10.0,miejskie,1980.0,do_zamieszkania,spoldzielcze_wlasnosciowe,60901526,0,1,0,0,0,0,0,54.55643269999999,18.4942142,1656.0,24708.0,3154.0,20537.0
2270,2271,2707,Gdañsk,Ujeœcisko-£ostowice,£ódzka,"Tutaj! Dwupoziomowe, dwustronne, bez wk³adu,Balkon",58.0,520000,8966.0,3,wtorny,blok,3,3.0,miejskie,1997.0,do_zamieszkania,spoldzielcze_wl._z_KW,60901434,0,1,0,0,0,1,0,54.32902900000001,18.5977678,1339.0,11170.0,3089.0,14145.0
2271,2272,2708,Gdynia,Œródmieœcie,Centrum,Apartament w Sea Towers Gdynia ul. Hryniewickiego,85.0,2500000,29412.0,3,wtorny,apartamentowiec,>_10,36.0,miejskie,2009.0,,,60901401,0,0,0,0,1,0,0,54.51952319999999,18.5348,1398.0,14288.0,1923.0,14467.0
2272,2273,2709,Gdañsk,Wrzeszcz,,Przestronne Mieszkanie We Wrzeszczu,110.0,850000,7727.0,5,wtorny,kamienica,1,3.0,elektryczne,1915.0,do_remontu,pelna_wlasnosc,60864430,0,1,0,0,0,1,0,,,884.0,8304.0,1362.0,9195.0
2273,2274,2710,Gdañsk,Przymorze,,Dwupokojowe Mieszkanie W Wysokim Standardzie!,40.0,559000,13975.0,2,wtorny,apartamentowiec,parter,12.0,miejskie,2017.0,do_zamieszkania,,60786575,0,0,0,0,1,0,0,,,884.0,8304.0,1362.0,9195.0
2274,2275,2711,Gdañsk,Piecki-Migowo,Morena,3 Pokoje Na Morenie-Nowe Budownictwo,52.7,534000,10133.0,3,wtorny,blok,3,3.0,miejskie,2016.0,do_zamieszkania,pelna_wlasnosc,60787204,0,1,0,0,1,0,0,54.352628,18.592815100000006,898.0,7907.0,2129.0,8448.0
2275,2276,2712,Gdañsk,Przymorze,al. Rzeczypospolitej,"3 pokojowe mieszkanie z 2 balkonami, Przymorze",49.3,498000,10101.0,3,wtorny,blok,10,10.0,miejskie,1979.0,do_zamieszkania,spoldzielcze_wlasnosciowe,60901200,0,1,0,0,1,1,1,54.395997200000004,18.5995137,433.0,3047.0,1653.0,6107.0
2276,2277,2713,Gdañsk,Che³m,Romualda Cebertowicza,Okazja! 2 pokoje na Che³mie!,49.5,409000,8263.0,2,wtorny,blok,3,4.0,miejskie,1989.0,do_zamieszkania,,60901125,0,1,0,0,0,1,0,54.33669739999999,18.6064799,1373.0,10936.0,2830.0,12715.0
2277,2278,2714,Gdañsk,Wrzeszcz,,"Mieszkanie 2 pokoje Gdañsk Oliwa, bezpoœrednio",46.0,489000,10630.0,2,wtorny,blok,parter,10.0,miejskie,1970.0,do_zamieszkania,spoldzielcze_wl._z_KW,60901053,0,1,0,0,1,1,0,,,884.0,8304.0,1362.0,9195.0
2278,2279,2715,Gdynia,D¹browa,Szafranowa,Mieszkanie - Gdynia D¹browa,51.5,370000,7184.0,2,wtorny,blok,1,4.0,miejskie,1990.0,do_zamieszkania,,60901066,0,1,0,0,0,1,0,54.4670953,18.4630852,1370.0,15948.0,2814.0,17591.0
2279,2280,2716,Gdañsk,Przymorze,Piastowska,2-pokoje z widokiem na morze osobna kuchnia,48.0,425000,8854.0,2,wtorny,blok,9,9.0,,1970.0,,,60901023,0,1,0,0,1,0,0,54.4157761,18.584555399999996,359.0,2398.0,1209.0,3903.0
2280,2281,2718,Gdañsk,Wrzeszcz,gen. Józefa Hallera,Mieszkanie - Gdañsk Wrzeszcz,114.0,1150000,10088.0,5,wtorny,,parter,2.0,,1950.0,do_zamieszkania,,60900868,0,0,1,0,0,1,0,54.392075399999996,18.6225242,811.0,6020.0,1750.0,7942.0
