,id,id_offers,miasto,dzielnica,ulica,tytul,powierzchnia,cena,cena_metr,liczba_pokoi,rynek,zabudowa,pietro,liczba_pieter,material_budynku,okna,ogrzewanie,rok_budowy,stan_wykonczenia,czynsz,forma_wlasnosci,numer_oferty,teren_zamkniety,balkon,ogrodek,garaz_miejsce,winda,piwnica,monitoring_ochrona,latitude,longitude
503,504,603,Gdañsk,Kowale,Zeusa,Mieszkanie z du¿ym tarasem 30m2 ! Wykoñczone!,44.02,335000,7610.0,2,wtorny,blok,1,3.0,pustak,,miejskie,2014.0,do_zamieszkania,370.0,pelna_wlasnosc,60793603,0,1,0,0,0,1,0,54.4221288,18.4619832
504,505,604,Gdañsk,Przymorze,ul. Ch³opska,Gdañsk Przymorze-3-pok ul.Ch³opska,52.0,489000,9404.0,3,wtorny,blok,2,4.0,,plastikowe,miejskie,,do_zamieszkania,,,60948315,0,1,0,0,0,1,0,54.4122184,18.587631
505,506,605,Gdañsk,Ujeœcisko-£ostowice,,Mieszkanie Gdañsk Ujeœcisko 51m2 3-pokojowe,51.0,385000,7549.0,3,wtorny,blok,1,3.0,cegla,drewniane,miejskie,1999.0,do_zamieszkania,500.0,spoldzielcze_wl._z_KW,60948294,0,1,0,0,0,1,0,,
506,507,606,Sopot,Karlikowo,Bitwy pod P³owcami,"Eleganckie 2-pokojowe wnêtrze, 200 M od morza.",53.0,949000,17906.0,2,wtorny,kamienica,1,1.0,,,inne,1970.0,,500.0,pelna_wlasnosc,60948247,0,0,0,0,0,0,0,54.433575,18.5805851
507,508,607,Gdynia,Grabówek,,Du¿a kawalerka z mo¿liwoœci¹ wydzielenia aneksu.,37.0,323000,8730.0,1,wtorny,blok,1,2.0,cegla,plastikowe,miejskie,1958.0,,260.0,spoldzielcze_wlasnosciowe,60734055,0,0,0,0,0,0,0,,
508,509,608,Gdynia,Chylonia,Swarzewska,"Nie masz czasu na remont ? 3 pokoje, Gdynia",59.6,439000,7366.0,3,wtorny,blok,6,11.0,wielka_plyta,,miejskie,1979.0,do_zamieszkania,500.0,,60948214,0,1,0,0,1,1,0,54.53690839999999,18.4625714
509,510,609,Gdañsk,Che³m,Wawelska,Przestronne 3 pokoje 2 ³azienki gara¿ s³oneczne,71.9,629000,8748.0,3,wtorny,blok,3,3.0,,,miejskie,2006.0,do_zamieszkania,600.0,pelna_wlasnosc,60948200,0,1,0,0,0,1,0,54.3290873,18.6081913
510,511,610,Gdañsk,Jasieñ,ul. Konrada Guderskiego,Sprzedam odst¹pie TBS Gdañsk 82m2 2-poziomy,82.0,159000,1939.0,3,wtorny,blok,3,3.0,beton_komorkowy,plastikowe,miejskie,2004.0,do_zamieszkania,650.0,udzial,60614486,0,1,0,0,0,1,0,54.3198958,18.5626349
511,512,611,Gdañsk,Piecki-Migowo,Myœliwska,"Alfa Park ,4 pokoje,2 balkony ,miejsce postojowe",88.0,905000,10284.0,4,wtorny,blok,1,3.0,,,miejskie,2015.0,do_zamieszkania,870.0,pelna_wlasnosc,60922964,0,1,0,0,1,0,0,54.3507646,18.5663696
512,513,612,Gdañsk,Che³m,ul. Reformacka,Gdañsk Che³m 3 pok 68m Idealne Do Zamieszkania,68.4,519000,7588.0,3,wtorny,blok,3,3.0,pustak,plastikowe,miejskie,1995.0,do_zamieszkania,650.0,pelna_wlasnosc,60886006,0,1,0,0,0,1,0,54.342664,18.6315719
513,514,613,Gdañsk,Piecki-Migowo,Warneñska,5 pokoi- pod inwestycjê- doskona³a lokalizacja,63.0,449000,7127.0,5,wtorny,blok,4,4.0,,,miejskie,1980.0,do_zamieszkania,600.0,pelna_wlasnosc,60947920,0,1,0,0,0,1,0,54.3567244,18.5849955
514,515,614,Gdynia,Oksywie,adm. Józefa Unruga,"zamieszkaj tam, gdzie inni jad¹ na Urlop :)",30.09,259000,8608.0,2,pierwotny,,parter,3.0,,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60947918,0,0,1,0,1,1,1,54.5536965,18.4983282
515,516,615,Gdañsk,Ujeœcisko-£ostowice,ul. Hokejowa,Hokejowa czteropokojowe mieszkanie na III piêtrze,57.92,345000,5956.0,3,pierwotny,blok,3,5.0,,,,,do_wykonczenia,,,60177711,0,1,0,0,1,0,0,54.3087923,18.5947394
516,517,616,Gdynia,Chwarzno-Wiczlino,,"4 pokoje + garderoba, du¿y balkon, widok na las, w",95.0,1147000,12074.0,4,wtorny,apartamentowiec,2,3.0,,plastikowe,miejskie,2019.0,,560.0,pelna_wlasnosc,60947830,0,1,0,0,1,0,0,,
517,518,617,Gdañsk,Kokoszki,ul. Storczykowa,Dwupokojowe mieszkanie z balkonem,44.0,309000,7023.0,2,wtorny,blok,parter,3.0,inne,plastikowe,miejskie,2005.0,do_zamieszkania,,pelna_wlasnosc,60890968,1,1,0,0,0,1,0,54.355126,18.5100914
518,519,618,Sopot,Karlikowo,Grunwaldzka,Dobra Inwestycj.,99.9,1050000,10511.0,4,wtorny,kamienica,3,3.0,cegla,,gazowe,,do_zamieszkania,430.0,pelna_wlasnosc,60947814,1,1,0,0,0,1,1,54.4413042,18.5718923
519,520,620,Gdynia,Oksywie,,"dwa poziomy, widok na port, wysoki standard, zamkn",93.0,669000,7194.0,4,wtorny,apartamentowiec,2,2.0,,plastikowe,gazowe,2013.0,do_zamieszkania,442.0,pelna_wlasnosc,60947815,0,1,0,0,1,0,0,,
520,521,621,Gdañsk,Przymorze,,Mieszkanie 2-pokojowe Gdañsk Przymorze Blisko Morz,38.0,380000,10000.0,2,wtorny,blok,4,4.0,inne,plastikowe,miejskie,1970.0,do_zamieszkania,400.0,spoldzielcze_wlasnosciowe,60947806,0,0,0,0,0,0,0,,
521,522,622,Gdañsk,Przymorze,S³upska,Przymorze/ Kawalerka/ Po Remoncie/ Blisko Skm,27.0,335000,12407.0,1,wtorny,blok,3,4.0,,,miejskie,,,,,60862665,0,0,0,0,0,1,0,54.400675,18.5782319
522,523,623,Gdañsk,¯abianka,Pomorska,"¯abianka/ 4 Pokoje/ 1,8 km Od Morza",77.0,689000,8948.0,4,wtorny,blok,3,10.0,,,miejskie,1991.0,do_zamieszkania,650.0,spoldzielcze_wl._z_KW,60651497,0,1,0,0,1,1,0,54.41910069999999,18.5811652
523,524,624,Gdynia,Karwiny,Kazimierza Kruczkowskiego,"Trzypokojowe, doskonale skomunikowane",59.4,409000,6886.0,3,wtorny,,4,4.0,,,,1986.0,do_zamieszkania,,pelna_wlasnosc,60779030,0,1,0,0,0,1,0,54.4722681,18.4948987
524,525,625,Gdynia,Œródmieœcie,,"3 pokoje, centrum miasta, zamkniête osiedle, klima",46.0,434000,9435.0,3,wtorny,blok,4,4.0,,plastikowe,miejskie,,do_zamieszkania,,pelna_wlasnosc,60947805,0,1,0,0,0,0,0,,
525,526,626,Gdañsk,Wrzeszcz,,4 Pokoje- S³owackiego,54.0,480000,8889.0,4,wtorny,blok,3,,,,,,,500.0,,60919663,0,1,0,0,1,0,0,,
526,527,627,Gdañsk,Jasieñ,,Dwupoziomowe 125m Jasieñ,125.0,1100000,8800.0,5,wtorny,apartamentowiec,3,4.0,,plastikowe,,,,680.0,pelna_wlasnosc,60778164,0,0,0,0,1,0,0,,
527,528,629,Gdynia,Leszczynki,,Przytulne mieszkanie z piêknym widokiem na Gdyniê!,66.6,630000,9459.0,3,wtorny,blok,2,6.0,,plastikowe,miejskie,2009.0,do_zamieszkania,500.0,pelna_wlasnosc,60791562,0,0,0,0,1,0,1,,
528,529,630,Gdynia,Leszczynki,,Przestronne 3 pokoje z ogródkiem - prywatnie,72.0,499000,6931.0,3,wtorny,blok,1,2.0,cegla,plastikowe,miejskie,,do_zamieszkania,,pelna_wlasnosc,60735350,0,0,1,0,0,1,0,,
529,530,631,Gdañsk,Œródmieœcie,Kamienna Grobla,Przestronne mieszkanie nad Mot³aw¹!,39.75,360000,9057.0,2,wtorny,blok,2,9.0,,plastikowe,miejskie,1963.0,do_remontu,300.0,,60947681,0,1,0,0,1,1,0,54.34297489999999,18.6582244
530,531,632,Gdañsk,Przymorze,,Dwa Pokoje Po Generalnym Remoncie!!!,47.0,399000,8489.0,2,wtorny,,2,10.0,wielka_plyta,,miejskie,1975.0,,500.0,pelna_wlasnosc,60419842,0,0,0,0,1,1,0,,
531,532,633,Gdynia,Œródmieœcie,Antoniego Abrahama,Mieszkanie - Gdynia Œródmieœcie,42.92,530000,12349.0,2,wtorny,blok,5,5.0,,,miejskie,2009.0,do_zamieszkania,300.0,pelna_wlasnosc,60931169,0,1,0,0,1,1,0,54.5161674,18.5397435
532,533,634,Gdañsk,Przymorze,Piastowska,Dwupokojowe mieszkanie Przymorze/Jelitkowo,46.0,460000,10000.0,2,wtorny,blok,5,10.0,,,miejskie,,do_zamieszkania,500.0,spoldzielcze_wl._z_KW,60885574,0,0,0,0,0,1,0,54.4157761,18.5845554
533,534,635,Gdynia,Or³owo,Or³owska,Jedyny taki adres w Polsce- Gdynia Or³owo Or³owska,150.0,7490000,49933.0,4,wtorny,apartamentowiec,parter,2.0,cegla,,miejskie,2009.0,do_zamieszkania,650.0,,60947586,0,1,1,0,1,0,0,54.4800037,18.5569989
534,535,636,Gdynia,Chwarzno-Wiczlino,ul. Jana Kamrowskiego,"Gdynia, 3 pokojowe, gotowe do zamieszkania",64.5,499999,7752.0,3,wtorny,blok,2,3.0,,plastikowe,miejskie,2006.0,do_zamieszkania,,pelna_wlasnosc,60832264,0,0,0,0,0,1,0,54.4965252,18.4316467
535,536,638,Gdañsk,Oliwa,Piotra Micha³owskiego,Mieszkanie - Gdañsk Oliwa,66.5,630000,9474.0,3,wtorny,,1,8.0,,,,1970.0,do_zamieszkania,600.0,pelna_wlasnosc,60947410,0,0,0,0,0,1,0,54.3862858,18.5727382
536,537,639,Gdañsk,Wrzeszcz,Jana Matejki,"Osobna, du¿a kuchnia, balkon! Bardzo S³oneczne!",54.0,599000,11093.0,2,wtorny,kamienica,3,4.0,cegla,,miejskie,1960.0,do_zamieszkania,500.0,pelna_wlasnosc,60947394,0,1,0,0,0,1,0,54.3753318,18.6096382
537,538,640,Gdañsk,Œródmieœcie,,Zadbane (70m/3 pokoje) w sercu Gdañska,70.0,749000,10700.0,3,wtorny,kamienica,parter,4.0,cegla,plastikowe,gazowe,1901.0,do_zamieszkania,460.0,pelna_wlasnosc,60940835,0,0,0,0,0,1,0,,
538,539,641,Gdañsk,Ujeœcisko-£ostowice,,"Komfortowe, dwupokojowe - Gdañsk",50.0,469000,9380.0,2,wtorny,blok,3,3.0,,plastikowe,miejskie,2012.0,do_zamieszkania,,pelna_wlasnosc,60916804,0,1,0,0,0,1,0,,
539,540,642,Gdañsk,Suchanino,,Nowa oferta. Hit cenowy. Gdañsk - Suchanino.,56.0,449000,8018.0,3,wtorny,blok,10,10.0,,plastikowe,miejskie,1972.0,do_zamieszkania,500.0,pelna_wlasnosc,60887327,0,1,0,0,1,1,0,,
540,541,643,Gdañsk,Suchanino,,Nowa oferta. Hit cenowy. Gdañsk - Suchanino.,56.0,499000,8911.0,3,wtorny,blok,5,10.0,,plastikowe,miejskie,1972.0,do_zamieszkania,,pelna_wlasnosc,60887430,0,1,0,0,1,1,0,,
541,542,644,Gdañsk,Wrzeszcz,,Hit Cenowy - Wrzeszcz (dostêpny od zaraz),55.0,459000,8345.0,2,wtorny,kamienica,parter,3.0,cegla,plastikowe,gazowe,1920.0,do_zamieszkania,,pelna_wlasnosc,60647401,0,1,0,0,0,1,0,,
542,543,645,Gdañsk,Ujeœcisko-£ostowice,Zakoniczyn,"Komfortowe, dwupokojowe - Gdañsk, Zakoniczyn",50.43,369000,7317.0,2,wtorny,blok,2,4.0,,plastikowe,miejskie,2010.0,do_zamieszkania,400.0,pelna_wlasnosc,60811396,0,1,0,0,1,1,0,54.3224506,18.5767633
543,544,646,Gdañsk,Orunia-Œw. Wojciech-Lipce,Orunia,"Komfortowe,wyremontowane 5-pokojowe - Gdañsk",104.0,549900,5288.0,5,wtorny,blok,4,4.0,,plastikowe,miejskie,1995.0,do_zamieszkania,,,60747476,0,1,0,0,0,1,0,54.3204514,18.6383722
544,545,647,Gdañsk,Orunia-Œw. Wojciech-Lipce,Orunia,"Mieszkanie, 118 m2, Gdañsk",118.0,779000,6602.0,5,wtorny,blok,3,3.0,,plastikowe,miejskie,2005.0,do_zamieszkania,500.0,pelna_wlasnosc,60226733,0,1,0,0,0,1,0,54.3204514,18.6383722
545,546,648,Sopot,Dolny,,Wspania³y apartament 5 pokojowy - Dolny Sopot,113.0,949000,8398.0,5,wtorny,kamienica,2,2.0,cegla,plastikowe,gazowe,1929.0,do_zamieszkania,,,59806793,0,0,0,0,0,1,0,,
546,547,649,Sopot,,,Mieszkanie Sopot,35.0,399000,11400.0,2,wtorny,kamienica,1,2.0,cegla,plastikowe,gazowe,1930.0,do_zamieszkania,230.0,pelna_wlasnosc,60812611,1,0,0,0,0,1,0,,
547,548,650,Gdynia,D¹browa,Rdestowa,Stylowe 2 Pokojowe mieszkanie w otoczeniu lasu,53.4,370000,6929.0,2,wtorny,blok,4,4.0,,,miejskie,2004.0,do_zamieszkania,400.0,pelna_wlasnosc,60907784,0,1,0,0,0,1,0,54.46553480000001,18.4607861
548,549,651,Gdañsk,Œródmieœcie,Stare Miasto,#NAJLEPSZA inwestycja 2020 roku -Bezpoœrednio!,42.7,721716,16902.0,2,pierwotny,apartamentowiec,2,,cegla,drewniane,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,55403904,1,1,0,0,1,0,1,54.351817,18.6508135
549,550,653,Gdañsk,Zaspa,,Oferta inwestycyjna - Zaspa,31.0,350000,11290.0,2,wtorny,blok,6,10.0,wielka_plyta,,miejskie,1970.0,do_zamieszkania,450.0,pelna_wlasnosc,60947333,0,0,0,0,1,1,0,,
550,551,655,Gdañsk,Wrzeszcz,Grunwaldzka,Dwa niezale¿ne pokoje w Centrum Wrzeszcza,51.47,469000,9112.0,2,wtorny,blok,4,8.0,,,miejskie,1980.0,do_remontu,630.0,pelna_wlasnosc,60947264,1,1,0,0,1,1,1,54.39420310000001,18.58113
551,552,661,Gdañsk,Œródmieœcie,œw. Barbary,"Piêkne, Nietuzinkowe Wnêtrze! Nowe budownictwo!",73.0,1237000,16945.0,3,wtorny,apartamentowiec,4,6.0,,,,2019.0,,550.0,pelna_wlasnosc,60947233,0,0,0,0,1,0,0,54.34794059999999,18.6638597
552,553,666,Gdañsk,Przymorze,,3 Pokoje Przymorze! Blisko Ug! Pewny wynajem !,48.0,475000,9896.0,3,wtorny,blok,1,4.0,inne,plastikowe,miejskie,1970.0,do_zamieszkania,500.0,spoldzielcze_wl._z_KW,60906799,0,1,0,0,0,1,0,,
553,554,667,Gdañsk,Wrzeszcz,ul. gen. de Gaulle'a,Kawalerka w centrum Gdañsk Wrzeszcz pod inwestycjê,22.8,259000,11360.0,1,wtorny,kamienica,1,3.0,beton,plastikowe,miejskie,1960.0,do_remontu,200.0,pelna_wlasnosc,60947196,0,0,0,0,0,1,0,54.3794234,18.6009526
554,555,676,Gdañsk,Œródmieœcie,Wa³owa,2 pokoje w centrum Gdañska w niskiej cenie,33.8,313000,9260.0,2,pierwotny,apartamentowiec,4,5.0,,,miejskie,2020.0,do_wykonczenia,9.0,pelna_wlasnosc,60933557,0,0,0,0,1,0,1,54.3584168,18.6546345
555,556,677,Sopot,Dolny,SOBIESKIEGO JANA,Mieszkanie - Sopot Dolny,104.0,1450000,13942.0,3,wtorny,kamienica,parter,2.0,,,gazowe,1905.0,do_zamieszkania,,pelna_wlasnosc,60903163,0,0,1,0,0,1,0,54.4401071,18.5668253
556,557,678,Gdañsk,Che³m,ul. W³adys³awa Jagie³³y,Dwupokojowe s³oneczne - odbiór Listopad 2020,45.77,329544,7200.0,2,pierwotny,blok,1,1.0,silikat,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,51870492,0,1,0,0,0,1,0,54.3035514,18.6137419
557,558,688,Gdañsk,Ujeœcisko-£ostowice,Wolne Miasto,Mieszkanie dwupokojowe z ogródkiem NOWE,33.2,361777,10897.0,2,pierwotny,blok,parter,3.0,,,miejskie,2019.0,do_zamieszkania,,pelna_wlasnosc,60947208,0,0,1,0,1,0,1,54.33809650000001,18.5864473
558,559,689,Gdañsk,Jasieñ,ul. Kartuska 420B,III Etap Gdañskich Tarasów; B25,70.07,443455,6329.0,3,pierwotny,blok,2,4.0,pustak,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60947222,0,1,0,0,0,0,0,54.3454797,18.5348772
559,560,690,Gdañsk,Siedlce,,Okazja! Kawalerka po remoncie 27m2 Siedlce!,27.0,249000,9222.0,1,wtorny,kamienica,1,2.0,cegla,plastikowe,elektryczne,,do_zamieszkania,200.0,pelna_wlasnosc,60783964,0,0,0,0,0,1,0,,
560,561,691,Gdañsk,BrzeŸno,,500m do pla¿y! Dwa pokoje pod klucz BrzeŸno!,27.0,279000,10333.0,2,wtorny,blok,3,4.0,wielka_plyta,plastikowe,miejskie,1975.0,do_zamieszkania,350.0,pelna_wlasnosc,60851371,0,0,0,0,0,0,0,,
561,562,693,Gdynia,Leszczynki,gen. Orlicz-Dreszera,"Gotowa inwestycja- 6 pokoi, Gdynia blsko skm",67.55,449000,6647.0,6,wtorny,blok,4,4.0,,,miejskie,1970.0,,,spoldzielcze_wl._z_KW,60947171,0,1,0,0,0,0,0,54.5311102,18.4916158
562,563,694,Gdañsk,Wrzeszcz,Grunwaldzka,Do w³asnej aran¿acji z balkonem przy Politechnice!,41.0,355000,8659.0,2,wtorny,blok,1,10.0,,,miejskie,1970.0,do_remontu,350.0,pelna_wlasnosc,60947137,0,1,0,0,1,1,0,54.39420310000001,18.58113
563,564,695,Gdañsk,Che³m,£añcucka,"43,44m2-dwupokojowe-Gdañsk Che³m",43.44,434000,9991.0,2,wtorny,blok,parter,3.0,,,miejskie,2012.0,do_zamieszkania,400.0,pelna_wlasnosc,60947134,0,0,0,0,0,0,0,54.3322061,18.6034547
564,565,696,Gdañsk,Ujeœcisko-£ostowice,Z³ota,Rozk³adowe mieszkanie trzypokojowe Cesja.,52.9,375000,7089.0,3,wtorny,blok,parter,3.0,,,miejskie,2021.0,do_wykonczenia,400.0,pelna_wlasnosc,60947135,1,1,0,0,0,0,0,54.3128657,18.5980643
565,566,698,Gdynia,Wzgórze Œw. Maksymiliana,Miko³aja Kopernika,15 minut pieszo nad morze,64.0,630000,9844.0,3,wtorny,kamienica,3,3.0,cegla,,gazowe,1940.0,do_zamieszkania,530.0,pelna_wlasnosc,60947081,0,0,0,0,0,1,0,54.5000613,18.5485563
566,567,700,Gdañsk,Jasieñ,ul. Pólnicy,Sprzedam du¿e mieszkanie inwestycyjne na Jasieniu,131.0,615000,4695.0,6,wtorny,blok,4,4.0,,drewniane,miejskie,1994.0,do_wykonczenia,1000.0,spoldzielcze_wl._z_KW,60858956,0,1,0,0,0,1,0,54.3417831,18.5630542
567,568,701,Gdañsk,Przymorze,,2 Pokoje Na Parterze Z Balkonem! Przymorze,46.0,399000,8674.0,2,wtorny,,parter,10.0,,plastikowe,miejskie,1970.0,do_zamieszkania,,spoldzielcze_wlasnosciowe,60946910,0,0,0,0,1,0,0,,
568,569,702,Gdañsk,Œródmieœcie,Pszenna,Grano Residence - Mieszkanie pod inwestycje,37.3,850000,22788.0,2,wtorny,apartamentowiec,5,6.0,,,miejskie,2020.0,do_zamieszkania,,pelna_wlasnosc,60817187,0,1,0,0,1,0,1,54.3456767,18.6581828
569,570,703,Gdañsk,Ujeœcisko-£ostowice,Cedrowa 27,Komfortowe 2 pok. mieszkanie z gara¿em - Zabornia,47.0,419000,8915.0,2,wtorny,blok,1,3.0,pustak,drewniane,miejskie,2013.0,do_zamieszkania,300.0,pelna_wlasnosc,60844908,0,1,0,0,1,1,1,54.3381962,18.5865673
570,571,704,Gdañsk,Piecki-Migowo,ul. prof. Stefana Hausbrandta,"Mieszkanie na piêknym osiedlu, m.parking.na 2 auta",47.67,499000,10468.0,2,wtorny,blok,5,6.0,beton,drewniane,miejskie,2015.0,do_zamieszkania,400.0,pelna_wlasnosc,60683226,0,1,0,0,0,0,1,54.3491085,18.5862261
571,572,705,Gdañsk,Œródmieœcie,D³uga,Sprzedam mieszkanie Gdañsk ul. D³uga,63.0,830000,13175.0,3,wtorny,kamienica,1,,cegla,drewniane,miejskie,1952.0,do_zamieszkania,,pelna_wlasnosc,60579097,0,0,0,0,0,1,0,54.3492141,18.6502683
572,573,706,Sopot,Górny,,Unikalny Apartament w Sopocie Górnym z tarasem,270.0,5000000,18519.0,8,wtorny,dom_wolnostojacy,3,4.0,,,gazowe,1910.0,,,pelna_wlasnosc,60825687,0,0,0,0,0,0,0,,
573,574,707,Gdynia,Red³owo,Legionów,Elegancki Dwupokojowy Apartament z Tarasem Red³owo,68.02,839000,12335.0,3,wtorny,apartamentowiec,1,11.0,,,miejskie,2006.0,,,pelna_wlasnosc,60825692,0,0,0,0,1,0,0,54.4997577,18.5417142
574,575,708,Gdañsk,Zaspa,Jana Paw³a II,Komfortowe 2 pokoje Zaspa City Park gara¿,49.8,680000,13655.0,2,wtorny,apartamentowiec,2,11.0,,,miejskie,2013.0,do_zamieszkania,,pelna_wlasnosc,60400146,0,1,0,0,1,0,1,54.3975979,18.605117
575,576,709,Gdañsk,Przymorze,ul. Obroñców Wybrze¿a,Przytulne mieszkanie 2-pok Przymorze Horyzont,40.8,500000,12255.0,2,wtorny,blok,9,17.0,zelbet,plastikowe,miejskie,2005.0,do_zamieszkania,300.0,pelna_wlasnosc,60946845,1,0,0,0,1,0,1,54.40920699999999,18.596603
576,577,710,Gdañsk,Ujeœcisko-£ostowice,Pastelowa,Okazja/2 pokoje/ Ogródek/ Komórka lokatorska,36.14,245000,6779.0,2,wtorny,,parter,4.0,,,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60946822,0,0,1,0,1,0,0,54.30976889999999,18.6007628
577,578,712,Sopot,Dolny,Jana Sobieskiego,500m od pla¿y,70.2,1180000,16809.0,3,wtorny,kamienica,parter,2.0,,,inne,1910.0,do_zamieszkania,430.0,pelna_wlasnosc,60858374,0,0,0,0,0,1,1,54.4401071,18.5668253
578,579,713,Sopot,Sopot Dolny,Tadeusza Koœciuszki,Apartament w unikatowej Sopockiej kamienicy,92.0,1350000,14674.0,4,wtorny,kamienica,1,2.0,cegla,,gazowe,1907.0,do_wykonczenia,500.0,pelna_wlasnosc,60889754,1,0,0,0,0,0,1,54.4388818,18.5642283
579,580,714,Gdañsk,Œródmieœcie,Stefanii Sempo³owskiej,Inwestycyjne mieszkanie w centrum!,66.0,459000,6955.0,2,wtorny,kamienica,2,3.0,cegla,,gazowe,1920.0,,280.0,pelna_wlasnosc,60946795,0,1,0,0,0,0,0,54.3428579,18.6638868
580,581,715,Gdañsk,Œródmieœcie,ul. RzeŸnicka,Przytulne mieszkanie 2-pok. 5 min do ul. D³ugiej,42.07,405000,9627.0,2,wtorny,blok,parter,4.0,cegla,plastikowe,miejskie,1960.0,do_zamieszkania,435.0,pelna_wlasnosc,60946772,0,0,0,0,0,1,0,54.3448608,18.6475754
581,582,716,Gdañsk,Piecki-Migowo,ul. Myœliwskie Wzgórze,"89m2, ul. Myœliwskie Wzgórze, z ogródkiem",89.3,960000,10750.0,4,wtorny,blok,parter,3.0,silikat,plastikowe,miejskie,2012.0,do_zamieszkania,,pelna_wlasnosc,60811511,1,0,1,0,1,1,0,54.3482853,18.5630968
582,583,717,Gdañsk,Piecki-Migowo,orañska,Morena / 3 pokoje,63.0,478000,7587.0,3,wtorny,blok,4,10.0,wielka_plyta,plastikowe,miejskie,1975.0,do_zamieszkania,650.0,pelna_wlasnosc,60884750,0,1,0,0,1,1,0,54.3561342,18.5797718
583,584,718,Gdañsk,Ujeœcisko-£ostowice,Z³ota,Rozk³adowe mieszkanie trzypokojowe Cesja.,52.4,375000,7156.0,3,wtorny,blok,2,3.0,,,miejskie,2021.0,do_wykonczenia,400.0,pelna_wlasnosc,60946654,1,1,0,0,0,0,0,54.3128657,18.5980643
584,585,719,Gdañsk,Stogi,Szpaki,Piêkne mieszkanie blisko morza !,46.0,399000,8674.0,2,wtorny,blok,3,4.0,,,miejskie,1970.0,do_zamieszkania,350.0,pelna_wlasnosc,60946652,0,1,0,0,0,1,0,54.3624095,18.7135909
585,586,720,Gdañsk,Che³m,prof. Romualda Cebertowicza,Przytulne mieszkanie Che³m Okazja!,49.5,399000,8061.0,2,wtorny,blok,3,4.0,,,miejskie,1989.0,do_zamieszkania,440.0,pelna_wlasnosc,60946651,0,1,0,0,0,1,0,54.3371681,18.6060367
586,587,721,Gdañsk,Zaspa,Pilotów,Dwustronne mieszkanie na zaspie.,42.5,415000,9765.0,2,wtorny,blok,8,10.0,,,miejskie,1970.0,do_zamieszkania,396.0,,60946648,0,1,0,0,1,1,1,54.393837,18.5919647
587,588,723,Sopot,Kamienny Potok,Mazowiecka,Najtañsze 3 pokojowe mieszkanie w Sopocie!,70.0,599000,8557.0,3,wtorny,blok,1,3.0,wielka_plyta,,miejskie,1980.0,do_zamieszkania,700.0,pelna_wlasnosc,60244687,0,0,0,0,0,1,0,54.4600883,18.5497295
588,589,725,Gdynia,Or³owo,Wielkopolska,3 pokoje z balkonem oraz miejscem postojowym!,67.8,620000,9145.0,3,wtorny,kamienica,1,3.0,cegla,,gazowe,1937.0,do_zamieszkania,,pelna_wlasnosc,60923062,0,1,0,0,0,1,0,54.4778365,18.5227416
589,590,726,Gdynia,D¹browa,,Piêkne mieszkanie Gdynia D¹browa Leœny Zak¹tek,51.7,467500,9043.0,3,wtorny,blok,2,3.0,,plastikowe,miejskie,2004.0,do_zamieszkania,440.0,pelna_wlasnosc,60946488,0,1,0,0,0,1,0,,
590,591,727,Gdañsk,Wrzeszcz,Garnizon,Apartament na Garnizonie w Gdañsku Wrzeszczu,92.4,1279000,13842.0,4,pierwotny,apartamentowiec,1,4.0,cegla,drewniane,miejskie,2019.0,do_wykonczenia,,pelna_wlasnosc,60528526,0,1,0,0,1,1,1,54.384411,18.5908759
591,592,728,Gdynia,Chwarzno-Wiczlino,,Wyj¹tkowy Apartament na Fort Forest w Gdyni,95.8,1147000,11973.0,4,wtorny,apartamentowiec,2,3.0,cegla,drewniane,miejskie,2019.0,do_zamieszkania,560.0,pelna_wlasnosc,60509937,1,0,0,0,1,1,1,,
592,593,729,Gdañsk,Œródmieœcie,Chmielna,Ekskluzywny Apartament na Wyspie Spichrzów,59.0,669000,11339.0,2,wtorny,,3,7.0,,,,2017.0,do_zamieszkania,,,60946483,0,1,0,0,0,0,0,54.3457363,18.6558683
593,594,730,Gdañsk,Ujeœcisko-£ostowice,ul. Ostro³êcka,Mieszkanie 2-pokojowe,48.4,379000,7831.0,2,wtorny,,2,3.0,,,,,do_zamieszkania,,,60911108,0,1,0,0,0,1,0,54.3296722,18.5864961
594,595,731,Sopot,Górny,Adama Mickiewicza,Trzypokojowe mieszkanie w Górnym Sopocie.,72.74,875000,12029.0,3,wtorny,,parter,2.0,,,,1932.0,do_zamieszkania,,,60604027,0,0,1,0,0,1,0,54.4390332,18.5493005
595,596,732,Sopot,Wyœcigi,W³adys³awa £okietka,"Luksusowy apartament w Sopocie, gotowa inwestycja.",51.8,990000,19112.0,2,wtorny,apartamentowiec,2,3.0,,,miejskie,2012.0,do_zamieszkania,400.0,pelna_wlasnosc,60224851,0,0,0,0,1,0,1,54.43007309999999,18.5739192
596,597,733,Gdynia,Chylonia,Chyloñska,"Mieszkanie 2-pokojowe, Gdynia Chylonia",45.1,309000,6851.0,2,wtorny,blok,3,4.0,wielka_plyta,,miejskie,1966.0,,,,60946475,0,0,0,0,0,1,0,54.5456876,18.4586621
