,id,id_offers,miasto,dzielnica,ulica,tytul,powierzchnia,cena,cena_metr,liczba_pokoi,rynek,zabudowa,pietro,liczba_pieter,material_budynku,okna,ogrzewanie,rok_budowy,stan_wykonczenia,czynsz,forma_wlasnosci,numer_oferty,teren_zamkniety,balkon,ogrodek,garaz_miejsce,winda,piwnica,monitoring_ochrona,latitude,longitude
3978,3979,4370,Gdynia,Oksywie,,2 pokoje Gdynia Oksywie. Promocja,38.72,344608,8900.0,2,pierwotny,blok,1,3.0,,,,2021.0,,,,60800582,0,0,0,0,1,0,0,,
3979,3980,4371,Gdañsk,Wrzeszcz,Jana Kochanowskiego,Inwestycja/ Doskona³a Lokalizacja/ 2 Pokoje,59.8,449000,7508.0,2,wtorny,kamienica,2,3.0,cegla,,gazowe,1938.0,do_remontu,,pelna_wlasnosc,60165750,0,0,1,0,0,1,0,54.3866063,18.6308357
3980,3981,4372,Gdynia,Chwarzno-Wiczlino,Jana Kamrowskiego,Przestronne mieszkanie blisko lasu oraz miasta,64.9,485000,7473.0,3,wtorny,blok,1,3.0,,,miejskie,2008.0,do_zamieszkania,,pelna_wlasnosc,60800524,0,1,0,0,0,0,0,54.4965252,18.4316467
3981,3982,4374,Gdynia,Œródmieœcie,Kaszubski,Apartament w sercu Gdyni do w³asnej aran¿acji,113.2,1220000,10777.0,4,wtorny,apartamentowiec,4,11.0,,,miejskie,2011.0,do_wykonczenia,,pelna_wlasnosc,60800191,0,1,0,0,1,0,0,54.52263600000001,18.5433115
3982,3983,4375,Gdynia,Œródmieœcie,Kaszubski,Apartament w centrum do w³asnej aran¿acji,64.6,680000,10526.0,2,wtorny,apartamentowiec,4,11.0,,,miejskie,2011.0,do_wykonczenia,800.0,pelna_wlasnosc,60800185,0,0,0,0,1,0,0,54.52263600000001,18.5433115
3983,3984,4376,Gdañsk,Piecki-Migowo,Myœliwska,Nowoczesne Mieszkanie Foresta Z Ogródkiem,43.18,459000,10630.0,2,wtorny,,parter,3.0,,,miejskie,2020.0,do_wykonczenia,240.0,pelna_wlasnosc,60800151,0,0,1,0,1,1,1,54.3507646,18.5663696
3984,3985,4377,Gdañsk,Brêtowo,Góralska,2 Pokoje / Niedzwiednik / Cicha okolica / Polecam,62.8,426000,6783.0,2,wtorny,blok,3,10.0,,,miejskie,1989.0,do_zamieszkania,500.0,spoldzielcze_wlasnosciowe,60800147,0,1,0,0,1,1,0,54.378486,18.5634184
3985,3986,4378,Gdañsk,Przymorze,,Mieszkanie z balkonem przy Parku Reagana!,46.0,460000,10000.0,2,wtorny,,5,10.0,,plastikowe,miejskie,1967.0,do_zamieszkania,400.0,spoldzielcze_wl._z_KW,60764520,0,1,0,0,1,1,0,,
3986,3987,4379,Gdañsk,Jasieñ,Potêgowska,Du¿e mieszkanie na Jasieniu! Odbiory w tym roku!!,76.82,486000,6326.0,4,pierwotny,,1,3.0,,,,2020.0,,,,60799866,0,1,0,0,0,0,0,54.331637,18.551163
3987,3988,4380,Gdañsk,Œródmieœcie,RzeŸnicka,Apartament w sercu starego Gdañska,50.65,483428,9544.0,1,wtorny,,3,4.0,,,,2020.0,,,pelna_wlasnosc,60799769,0,0,0,0,0,0,0,54.3448608,18.6475754
3988,3989,4381,Gdynia,Chwarzno-Wiczlino,Franciszka Soko³a,Dwupoziomowe z 80 m2 ogrodu i 20 m2 tarasu !,101.0,730000,7228.0,4,wtorny,blok,parter,2.0,,,miejskie,2000.0,do_zamieszkania,550.0,pelna_wlasnosc,53224492,0,0,1,0,0,0,0,54.4996969,18.4400824
3989,3990,4382,Gdynia,Chwarzno-Wiczlino,,Mieszkanie - Gdynia Chwarzno Wiczlino,64.5,499000,7736.0,3,wtorny,blok,2,3.0,,,miejskie,2006.0,do_zamieszkania,,pelna_wlasnosc,60799452,0,1,0,0,1,1,0,,
3990,3991,4383,Gdynia,Pogórze,,Gdynia Pogórze -Lokal Bez Nak³adów Finansowych,51.3,455000,8869.0,3,wtorny,blok,3,3.0,,,miejskie,2018.0,do_zamieszkania,,pelna_wlasnosc,60799428,1,1,0,0,1,0,0,,
3991,3992,4384,Gdynia,Oksywie,,Mieszkanie - Gdynia Oksywie,60.7,358000,5898.0,3,wtorny,dom_wolnostojacy,parter,2.0,,,miejskie,1968.0,do_zamieszkania,,pelna_wlasnosc,60799427,0,0,0,0,0,1,0,,
3992,3993,4385,Sopot,Dolny,,Mieszkanie - Sopot Dolny,47.7,545000,11426.0,2,wtorny,kamienica,3,3.0,,,elektryczne,,do_zamieszkania,,pelna_wlasnosc,60799399,0,0,0,0,0,1,0,,
3993,3994,4386,Gdañsk,Piecki-Migowo,ul. Myœliwska,"2 pokoje z 2 ogrodami i widokiem na las, Morena",53.82,635000,11799.0,2,wtorny,blok,parter,3.0,,plastikowe,miejskie,,do_zamieszkania,450.0,pelna_wlasnosc,60937725,1,0,1,0,0,1,1,54.3507646,18.5663696
3994,3995,4387,Gdañsk,¯abianka,al. Grunwaldzka 609,"Granica z Sopotem, SKM, 3osobne pokoje, inwestycja",56.0,609000,10875.0,3,wtorny,blok,1,10.0,,plastikowe,miejskie,,do_zamieszkania,550.0,spoldzielcze_wl._z_KW,60844484,0,1,0,0,1,1,1,54.4228974,18.5664733
3995,3996,4388,Gdynia,Or³owo,ul. In¿ynierska,Apartament Mieszkanie Gdynia Or³owo BASEN NA DACHU,45.67,548039,12000.0,2,wtorny,kamienica,1,3.0,cegla,plastikowe,miejskie,1990.0,do_wykonczenia,350.0,pelna_wlasnosc,60855189,1,0,0,0,1,1,1,54.4806941,18.5431497
3996,3997,4389,Gdañsk,Ujeœcisko-£ostowice,Pastelowa,Mieszkanie idealne do w³asnej aran¿acji,105.57,561000,5314.0,3,pierwotny,blok,4,4.0,,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60798889,0,1,0,0,1,0,0,54.30976889999999,18.6007628
3997,3998,4390,Gdynia,Oksywie,Bosmañska,"ostatnie mieszkania 2-pokojowe , Wyprzeda¿",38.0,289000,7605.0,2,pierwotny,,1,3.0,,,,2020.0,,,,60798662,0,1,0,0,0,0,0,54.5489186,18.5320258
3998,3999,4391,Sopot,,,Nowy apartament w Sopocie.,47.6,649000,13634.0,2,wtorny,apartamentowiec,parter,4.0,silikat,,miejskie,2020.0,do_wykonczenia,,,60798596,0,0,0,0,1,0,0,,
3999,4000,4392,Sopot,Wyœcigi,Niepodleg³oœci,Dwa pokoje w Sopocie Wyœcigi!,35.0,340000,9714.0,2,wtorny,,2,3.0,,,,1965.0,,,,60798485,0,0,0,0,0,0,0,54.4431348,18.5597123
4000,4001,4393,Gdañsk,Ujeœcisko-£ostowice,Konrada Guderskiego,3 pokoje - gotowe do wprowadzenia!,46.9,385000,8209.0,3,wtorny,,1,3.0,,,miejskie,2011.0,do_zamieszkania,300.0,pelna_wlasnosc,60798276,0,1,0,0,0,0,0,54.3198958,18.5626349
4001,4002,4394,Sopot,Karlikowo,ul. W³adys³awa £okietka 55i,Apartamenty blisko pla¿y - z klimatyzacj¹ 08,39.59,712620,18000.0,2,pierwotny,kamienica,1,2.0,,,,2021.0,,,,59553803,0,1,1,0,1,1,0,54.4310055,18.5766597
4002,4003,4395,Gdañsk,Ujeœcisko-£ostowice,Pastelowa,Mieszkanie deweloperskie do w³asnej aran¿acji,105.57,561000,5314.0,3,pierwotny,blok,3,4.0,,plastikowe,,2020.0,do_wykonczenia,,pelna_wlasnosc,60797898,0,1,0,0,0,0,0,54.30976889999999,18.6007628
4003,4004,4396,Gdañsk,Ujeœcisko-£ostowice,Pastelowa,Przestronne mieszkanie typu open space,105.57,529920,5020.0,3,pierwotny,blok,3,4.0,,plastikowe,,2020.0,do_wykonczenia,,pelna_wlasnosc,60797627,0,1,0,0,1,1,0,54.30976889999999,18.6007628
4004,4005,4397,Gdynia,Œródmieœcie,Jana Kiliñskiego,Bardzo ³adne i du¿e mieszkanie w centrum Gdyni,79.38,758000,9549.0,3,wtorny,,3,5.0,,,,,do_zamieszkania,600.0,pelna_wlasnosc,60797519,0,0,0,0,0,1,0,54.51360219999999,18.5399769
4005,4006,4398,Gdañsk,Kowale,Zeusa,Gotowe Do Wprowadzenia/ Wysoki Standard,70.49,450000,6384.0,3,wtorny,blok,2,3.0,,,miejskie,2001.0,do_zamieszkania,300.0,pelna_wlasnosc,60797445,0,1,0,0,0,0,0,54.4221288,18.4619832
4006,4007,4399,Gdynia,Witomino,Pogodna,"Idealne mieszkanie dla pary, singla i pod wynajem.",25.5,275000,10784.0,1,wtorny,blok,3,4.0,wielka_plyta,,miejskie,1970.0,do_zamieszkania,,,60770579,0,1,0,0,0,0,0,54.5002089,18.5069221
4007,4008,4400,Gdynia,Pustki Cisowskie,Soko³a,Idealne Mieszkanie Dla Rodziny,67.0,515000,7687.0,3,wtorny,blok,1,2.0,pustak,,miejskie,2009.0,do_zamieszkania,,,60681487,0,1,0,0,0,0,0,54.535991,18.4493467
4008,4009,4402,Gdañsk,Wrzeszcz,,Luksusowy Penthouse z panoramicznym widokiem na mo,122.9,1739000,14150.0,3,wtorny,blok,>_10,16.0,inne,,miejskie,2009.0,do_zamieszkania,1200.0,pelna_wlasnosc,60797054,0,0,0,0,1,0,0,,
4009,4010,4403,Gdañsk,Brêtowo,Góralska,Mieszkanie 2 pok.(60m2) III p. Gdañsk-NiedŸwiednik,50.0,426000,8520.0,2,wtorny,blok,3,10.0,inne,,miejskie,1989.0,do_remontu,,pelna_wlasnosc,60796952,0,1,0,0,1,1,0,54.378486,18.5634184
4010,4011,4404,Gdañsk,Brêtowo,Góralska,2 pokoje | oddzielna kuchnia | super lokalizacja,62.8,426000,6783.0,2,wtorny,blok,3,10.0,,,,1998.0,do_zamieszkania,,spoldzielcze_wl._z_KW,60796947,0,1,0,0,1,1,0,54.378486,18.5634184
4011,4012,4405,Gdañsk,Wrzeszcz,Miko³aja Reja,2 Pokojowe Mieszkanie z Piêknym Widokiem |Wrzeszcz,44.5,394999,8876.0,2,wtorny,blok,9,10.0,,,,1968.0,do_remontu,,pelna_wlasnosc,60796944,0,1,0,0,1,1,0,54.3803402,18.6281964
4012,4013,4406,Gdañsk,Ujeœcisko-£ostowice,Pastelowa,Apartament z antresol¹ 105m2 Os. Pastelowe Gdañsk,105.57,561000,5314.0,3,pierwotny,apartamentowiec,3,4.0,,plastikowe,miejskie,2020.0,do_wykonczenia,,,60796783,0,1,0,0,1,0,0,54.30976889999999,18.6007628
4013,4014,4407,Gdañsk,Wrzeszcz,Kliniczna,Inwestycja Rewita Gdañsk ul. Kliniczna *Cesja*,72.05,635000,8813.0,3,pierwotny,apartamentowiec,2,3.0,inne,,miejskie,2021.0,do_wykonczenia,,,60796757,0,0,0,0,1,0,0,54.3751849,18.6253573
4014,4015,4408,Gdañsk,Wrzeszcz,Kliniczna,*Cesja* Gdañsk ul. Kliniczna Rewita,72.05,635000,8813.0,3,wtorny,apartamentowiec,2,3.0,inne,,miejskie,2021.0,do_wykonczenia,,,60796755,0,0,0,0,1,0,0,54.3751849,18.6253573
4015,4016,4409,Gdañsk,Wyspa Sobieszewska,Sobieszewo,Ekskluzywne osiedle z Marinami Jachtowymi,68.29,1177267,17239.0,3,pierwotny,,1,2.0,,,,2020.0,,,,60796728,0,0,0,0,0,0,0,54.3439092,18.8263301
4016,4017,4410,Gdañsk,Œródmieœcie,,Apartament w samym sercu Gdañska Gotowy Do Odbioru,84.32,854000,10128.0,3,pierwotny,,3,4.0,,,,2019.0,,,,60796723,0,0,0,0,0,0,0,,
4017,4018,4411,Gdañsk,Przymorze,Obroñców Wybrze¿a,Cztery Oceany / Kawalerka / 20 Minut Do Morza,27.13,345000,12717.0,1,wtorny,apartamentowiec,2,2.0,,,,2016.0,do_zamieszkania,300.0,,60796717,0,0,0,0,1,0,0,54.40920699999999,18.596603
4018,4019,4412,Gdañsk,Œródmieœcie,Chmielna,Apartament z 70 M ogrodem na Wyspie Spichrzów!!!,68.0,949000,13956.0,3,wtorny,apartamentowiec,1,6.0,,,miejskie,2015.0,do_zamieszkania,800.0,pelna_wlasnosc,60456067,0,1,0,0,1,1,0,54.3457363,18.6558683
4019,4020,4413,Gdañsk,Osowa,ul. Homera,"Wygodne mieszkanie 3-pokojowe (41,75 m2) z ogrodem",41.75,309000,7401.0,3,pierwotny,blok,parter,2.0,pustak,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60942989,0,0,1,0,1,0,0,54.41918,18.4845195
4020,4021,4414,Gdañsk,Piecki-Migowo,Morena,Mieszkanie 3 pok. (z mo¿liwoœci¹ 4 pok.) Morena,71.2,690000,9691.0,3,wtorny,blok,2,3.0,,plastikowe,inne,2010.0,do_zamieszkania,650.0,pelna_wlasnosc,60908778,0,1,0,0,1,1,1,54.352628,18.5928151
4021,4022,4415,Gdañsk,Piecki-Migowo,Myœliwska,3 Pokoje/Morena/ Dostêpne Od Zaraz,74.7,630000,8434.0,3,wtorny,apartamentowiec,5,5.0,,,inne,2010.0,,,pelna_wlasnosc,57822440,1,1,0,0,0,0,1,54.3507646,18.5663696
4022,4023,4416,Gdañsk,Ujeœcisko-£ostowice,Rogaliñska,"Atrakcyjne mieszkanie 47m2, 2pok. Gd-Ujeœcisko",46.7,443000,9486.0,2,wtorny,blok,2,4.0,inne,,miejskie,2007.0,do_zamieszkania,,pelna_wlasnosc,60796663,0,1,0,0,0,1,0,54.3303941,18.5990436
4023,4024,4417,Gdañsk,Orunia-Œw. Wojciech-Lipce,Stefana Ramu³ta,"Mieszkanie Gdañsk Orunia 3 pok 87,6m2 z ogrodem",87.6,469000,5354.0,3,wtorny,kamienica,3,3.0,cegla,,gazowe,1920.0,do_zamieszkania,555.0,pelna_wlasnosc,60796655,0,0,1,0,0,1,0,54.32106539999999,18.6360809
4024,4025,4418,Gdynia,Oksywie,Bosmañska,S³oneczne z Tarasem blisko Ba³tyku,35.0,290000,8286.0,2,pierwotny,apartamentowiec,3,3.0,,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60796643,0,0,0,0,0,1,1,54.5489186,18.5320258
4025,4026,4419,Gdynia,Oksywie,Bosmañska,Ostatnie takie mieszkanie z ogródkiem i gara¿em! P,30.0,245000,8167.0,3,pierwotny,,parter,3.0,,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60796641,0,0,1,0,1,1,1,54.5489186,18.5320258
4026,4027,4420,Gdañsk,Suchanino,Ignacego Paderewskiego,"Kawalerka z mo¿liwoœci¹ 2 pok., rewelacyjny widok!",31.0,285000,9194.0,1,wtorny,blok,6,11.0,wielka_plyta,,miejskie,1990.0,do_remontu,360.0,spoldzielcze_wlasnosciowe,60689185,0,1,0,0,1,1,0,54.3526275,18.6077877
4027,4028,4421,Gdañsk,Ujeœcisko-£ostowice,Starogardzka,Spokojna okolica/blisko centrum/ odbiór w tym roku,61.51,384437,6250.0,3,pierwotny,,parter,3.0,,,,2020.0,,,,60754151,0,0,1,0,0,0,0,54.3050692,18.6125083
4028,4029,4422,Gdañsk,Zaspa,Jana Paw³a II,Trzypokojowe mieszkanie w doskona³ej lokalizacji,66.5,630000,9474.0,3,wtorny,blok,3,4.0,inne,,miejskie,2004.0,,,pelna_wlasnosc,60796477,0,1,0,0,1,1,0,54.3975979,18.605117
4029,4030,4423,Gdynia,Œródmieœcie,ul. 10 Lutego,"Mieszkanie w inwestycji Bank Polski 1929, M55",111.78,1956150,17500.0,4,pierwotny,,6,,,,,2021.0,do_wykonczenia,,,59299694,0,1,0,0,0,0,0,54.5196057,18.5374331
4030,4031,4424,Gdynia,Œródmieœcie,ul. 10 Lutego,"Mieszkanie w inwestycji Bank Polski 1929, M49",117.31,1700995,14500.0,4,pierwotny,,5,,,,,2021.0,do_wykonczenia,,,59299710,0,1,0,0,0,0,0,54.5196057,18.5374331
4031,4032,4425,Gdynia,Œródmieœcie,ul. 10 Lutego,"Mieszkanie w inwestycji Bank Polski 1929, M54",108.74,1685470,15500.0,4,pierwotny,,4,,,,,2021.0,do_wykonczenia,,,59299720,0,1,0,0,0,0,0,54.5196057,18.5374331
4032,4033,4426,Gdynia,Œródmieœcie,ul. 10 Lutego,"Mieszkanie w inwestycji Bank Polski 1929, M52",101.78,1781150,17500.0,3,pierwotny,,4,,,,,2021.0,do_wykonczenia,,,60115888,0,1,0,0,0,0,0,54.5196057,18.5374331
4033,4034,4427,Gdynia,Œródmieœcie,ul. 10 Lutego,"Mieszkanie w inwestycji Bank Polski 1929, M39",67.04,951968,14200.0,3,pierwotny,,4,,,,,2021.0,do_wykonczenia,,,60371805,0,1,0,0,0,0,0,54.5196057,18.5374331
4034,4035,4428,Gdañsk,Oliwa,ul.Opacka,Zamieszkaj w Parku Oliwskim - apartament 22/8,144.71,2532425,17500.0,4,pierwotny,,2,,,,,,,,,59768418,1,1,0,0,0,0,1,54.41259789999999,18.5595667
4035,4036,4429,Gdañsk,Oliwa,ul.Opacka,Zamieszkaj w Parku Oliwskim - apartament 20/24,50.05,695695,13900.0,2,pierwotny,,3,,,,,,,,,60111650,0,0,0,0,0,0,0,54.41259789999999,18.5595667
4036,4037,4430,Gdañsk,Oliwa,ul.Opacka,Zamieszkaj w Parku Oliwskim - apartament 24/12,130.66,2286550,17500.0,4,pierwotny,,2,,,,,,,,,60111682,0,0,0,0,0,0,0,54.41259789999999,18.5595667
4037,4038,4431,Gdañsk,Oliwa,ul.Opacka,Zamieszkaj w Parku Oliwskim - apartament 32/22,49.72,770660,15500.0,2,pierwotny,,3,,,,,,,,,60111693,0,0,0,0,0,0,0,54.41259789999999,18.5595667
4038,4039,4432,Gdañsk,Œródmieœcie,Browarna,Klimatyczny Loft w sercu Gdañskiej Starówki,78.9,1150000,14575.0,3,wtorny,kamienica,4,4.0,inne,,,1950.0,do_zamieszkania,,,60796199,1,0,0,0,1,0,1,54.35555429999999,18.654326
4039,4040,4433,Gdynia,Ma³y Kack,Lidzka,Piêkny apartament z tarasem na dachu - Gdynia,130.11,999000,7678.0,4,wtorny,apartamentowiec,1,2.0,,,,2020.0,do_zamieszkania,,pelna_wlasnosc,60796190,0,0,0,0,1,0,1,54.4757987,18.520418
4040,4041,4434,Gdañsk,Œródmieœcie,Szafarnia,Apartament z tarasem Gdañsk Œródmieœcie,67.0,1189000,17746.0,3,wtorny,apartamentowiec,4,5.0,inne,,,2010.0,do_zamieszkania,500.0,,60796164,1,0,0,0,1,0,1,54.3488908,18.6602938
4041,4042,4435,Gdynia,Ma³y Kack,Lidzka,Apartament 147m2 dwupoziomowy z tarasem na dachu!,130.11,999000,7678.0,5,pierwotny,apartamentowiec,1,2.0,,,,2020.0,do_zamieszkania,,pelna_wlasnosc,60796158,0,0,0,0,1,0,1,54.4757987,18.520418
4042,4043,4436,Sopot,Wyœcigi,W³adys³awa £okietka,Klasyczny apartament z ogrodem - Sopocki Parkur II,81.6,1250000,15319.0,3,wtorny,apartamentowiec,parter,3.0,inne,,,2008.0,do_zamieszkania,,,60796156,1,0,0,0,1,0,1,54.43007309999999,18.5739192
4043,4044,4437,Gdañsk,Œródmieœcie,Chmielna,3 Pokoje Idealne Na Inwestycjê Gdañsk Œródmieœcie,55.0,742500,13500.0,3,wtorny,apartamentowiec,1,6.0,,,,2016.0,do_zamieszkania,,,60796155,0,0,0,0,1,0,1,54.3457363,18.6558683
4044,4045,4438,Gdañsk,Œródmieœcie,œw. Barbary,"Dwa Apartamenty, Œw.Barbary, Centrum",65.0,896000,13785.0,4,wtorny,apartamentowiec,1,5.0,inne,,,2019.0,do_zamieszkania,,,60796154,1,0,0,0,1,0,1,54.34794059999999,18.6638597
4045,4046,4439,Gdañsk,Brêtowo,ul. Góralska,Potencja³ na 4 pokoje inwestycyjne m2 NiedŸwiednik,62.8,424999,6768.0,2,wtorny,blok,3,10.0,wielka_plyta,plastikowe,miejskie,1989.0,do_zamieszkania,680.0,spoldzielcze_wl._z_KW,60796097,0,1,0,0,0,0,0,54.378486,18.5634184
4046,4047,4440,Sopot,Karlikowo,ul. Bitwy pod P³owcami,Apartament nad samym morzem Sopot,53.0,949000,17906.0,2,wtorny,kamienica,1,1.0,cegla,plastikowe,gazowe,,do_zamieszkania,,pelna_wlasnosc,60856889,1,0,1,0,0,1,0,54.433575,18.5805851
4047,4048,4441,Gdañsk,Osowa,ul. Centaura,"Nowe mieszkanie 3-pokojowe (58,31 m2) z balkonem!",58.31,509000,8729.0,3,pierwotny,blok,2,2.0,silikat,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60942718,0,1,0,0,0,0,0,54.4214621,18.4669533
4048,4049,4442,Gdañsk,Œródmieœcie,Wa³owa,Ma³y apartament w centrum Gdañska w niskiej cenie,26.42,263900,9989.0,1,pierwotny,apartamentowiec,5,5.0,,,miejskie,2021.0,do_wykonczenia,9.0,pelna_wlasnosc,60933555,0,0,0,0,1,0,1,54.3584168,18.6546345
4049,4050,4443,Gdañsk,Wrzeszcz,Stanis³awa Wyspiañskiego,3 pokoje na Dolnym Wrzeszczu przy parku Strzy¿a,96.0,780000,8125.0,3,wtorny,kamienica,3,3.0,cegla,,gazowe,1930.0,do_zamieszkania,600.0,pelna_wlasnosc,60796013,0,1,0,0,0,1,0,54.37827249999999,18.6178569
4050,4051,4444,Gdañsk,Piecki-Migowo,Morena,Piêkny Dwupoziomowy Apartament Na Morenie,95.0,1095000,11526.0,4,wtorny,blok,3,4.0,,plastikowe,miejskie,2005.0,do_zamieszkania,450.0,,60546825,0,0,0,0,0,0,0,54.352628,18.5928151
4051,4052,4445,Gdynia,Karwiny,Kornela Makuszyñskiego,Mieszkanie 3 pokojowe z potencja³em,62.8,419000,6672.0,3,wtorny,blok,4,4.0,,,miejskie,1990.0,do_zamieszkania,,pelna_wlasnosc,60795176,0,0,0,0,0,0,0,54.4740854,18.4870318
4052,4053,4446,Gdynia,Or³owo,Spacerowa,Przytulne- 2 pokojowe w Gdyni Or³owo.,63.1,639000,10127.0,2,wtorny,,2,4.0,,,,,,,pelna_wlasnosc,60795149,0,1,0,0,0,0,0,54.4826303,18.5530613
4053,4054,4447,Gdañsk,BrzeŸno,ul. Nadmorski Dwór,Nadmorski Park najlepszy adres w Gdañsku morze tu¿,50.0,1000000,20000.0,2,wtorny,apartamentowiec,parter,3.0,beton,drewniane,miejskie,2019.0,do_zamieszkania,500.0,pelna_wlasnosc,60794958,1,1,1,0,1,1,1,54.4061525,18.6220582
4054,4055,4448,Gdañsk,Orunia-Œw. Wojciech-Lipce,Uranowa,Mieszkanie w Gdañsku! Tylko 6.100 za m2 !,63.1,385000,6101.0,3,wtorny,blok,2,3.0,wielka_plyta,,miejskie,1990.0,do_remontu,,,60794613,0,1,0,0,0,0,0,54.3265144,18.6203198
4055,4056,4449,Gdañsk,Stogi,Zalesie,1-2 pokoje Stogi blisko morza!!!,34.1,239000,7009.0,1,wtorny,blok,,4.0,,plastikowe,,,do_remontu,410.0,,60794333,0,0,0,0,0,1,0,54.3642667,18.7101836
4056,4057,4450,Gdynia,Ob³u¿e,,Promocja- W Cenie Miejsce Naziemne I Pakiet Smart,35.39,308222,8709.0,2,pierwotny,blok,2,3.0,pustak,plastikowe,miejskie,2021.0,do_wykonczenia,,pelna_wlasnosc,60794328,0,1,0,0,0,0,0,,
4057,4058,4451,Gdañsk,Osowa,Hermesa,M-4 idealne dla rodziny,125.1,760000,6075.0,4,wtorny,blok,3,3.0,pustak,,miejskie,2003.0,do_zamieszkania,850.0,pelna_wlasnosc,60794290,0,1,0,0,0,0,0,54.4227461,18.4810713
4058,4059,4452,Gdañsk,Ujeœcisko-£ostowice,P³ocka,3-pokojowe mieszkanie blisko lasu,63.27,449000,7097.0,3,wtorny,,2,3.0,,,,,,,pelna_wlasnosc,60794276,0,0,0,0,0,0,0,54.3266962,18.5943153
4059,4060,4453,Gdynia,Ob³u¿e,,"Oferta Specjalna,2 Pokoje,Niedaleko Morza",37.59,321467,8552.0,2,pierwotny,blok,parter,3.0,pustak,plastikowe,miejskie,2021.0,do_wykonczenia,,pelna_wlasnosc,60794277,0,1,0,0,0,0,0,,
4060,4061,4454,Gdañsk,Œródmieœcie,£agiewniki,Mieszkanie 2-pokojowe w cetrum Gdañska,42.0,398000,9476.0,2,wtorny,,2,4.0,,,,,,,,60794273,0,0,0,0,0,0,0,54.35753339999999,18.6508141
4061,4062,4455,Gdañsk,Jasieñ,Stê¿ycka,Kameralne Osiedle Gdañsk Jasieñ,69.0,400200,5800.0,3,pierwotny,blok,parter,2.0,,,miejskie,2019.0,do_wykonczenia,,pelna_wlasnosc,60794238,0,0,0,0,0,1,0,54.3336823,18.540435
4062,4063,4456,Gdañsk,Œródmieœcie,ul. Chmielna,"0 % , Deo Plaza apartament z widokiem na Mot³awê",46.47,1161750,25000.0,2,wtorny,apartamentowiec,2,7.0,cegla,plastikowe,miejskie,2019.0,do_wykonczenia,,pelna_wlasnosc,60794165,0,1,0,0,1,0,1,54.3457363,18.6558683
4063,4064,4457,Gdañsk,Jasieñ,Stê¿ycka,Kameralne Osiedle Gdañsk Jasieñ,69.8,390880,5600.0,3,pierwotny,blok,parter,2.0,,,miejskie,2019.0,do_wykonczenia,,pelna_wlasnosc,60530688,0,0,0,0,0,1,0,54.3336823,18.540435
4064,4065,4458,Gdañsk,Jasieñ,Stê¿ycka,Kameralne Osiedle Gdañsk Jasieñ,81.63,448965,5500.0,3,pierwotny,blok,2,2.0,,,miejskie,2019.0,do_wykonczenia,450.0,pelna_wlasnosc,60401594,0,1,0,0,0,1,0,54.3336823,18.540435
4065,4066,4459,Gdañsk,Jasieñ,Stê¿ycka,Kameralne Osiedle Gdañsk Jasieñ,107.0,556400,5200.0,5,pierwotny,blok,1,2.0,,,miejskie,2019.0,do_wykonczenia,,pelna_wlasnosc,60530684,0,1,0,0,0,1,0,54.3336823,18.540435
4066,4067,4460,Gdañsk,Jasieñ,Stê¿ycka,Kameralne Osiedle Gdañsk Jasieñ,70.0,406000,5800.0,3,pierwotny,blok,parter,2.0,,,miejskie,2019.0,do_wykonczenia,,pelna_wlasnosc,60401557,0,0,0,0,0,1,0,54.3336823,18.540435
4067,4068,4461,Gdañsk,Jasieñ,Stê¿ycka,Kameralne Osiedle Gdañsk Jasieñ,81.48,439992,5400.0,3,pierwotny,blok,3,2.0,,,miejskie,2019.0,do_wykonczenia,450.0,pelna_wlasnosc,59969452,0,1,0,0,0,1,0,54.3336823,18.540435
4068,4069,4462,Gdynia,Oksywie,in¿. J. Œmidowicza,"Oferta specjalna, piêkne widoki, oddane do u¿ytku",59.0,441200,7478.0,4,pierwotny,,2,3.0,,,,2020.0,do_wykonczenia,,,60793561,0,1,0,0,1,0,1,54.5420476,18.5459512
4069,4070,4463,Gdañsk,Piecki-Migowo,Morena,3pok Morena Myœliwska Park 69m2,69.0,695000,10072.0,3,wtorny,blok,3,,,,,2012.0,,,,60793518,0,0,0,0,1,0,0,54.352628,18.5928151
4070,4071,4464,Gdynia,Chwarzno-Wiczlino,Stanis³awa Filipkowskiego,4 pokojowe mieszkanie w Gdyni,76.42,649000,8493.0,4,wtorny,,3,4.0,,,miejskie,2014.0,,,pelna_wlasnosc,60793510,0,1,0,0,0,0,0,54.4866257,18.4272952
4071,4072,4465,Gdynia,Œródmieœcie,Œwiêtojañska,2 pokoje œwiêtojañska,47.0,520000,11064.0,2,wtorny,,1,4.0,,,miejskie,1947.0,,,pelna_wlasnosc,60793493,0,0,0,0,0,0,0,54.5147967,18.5404951
4072,4073,4466,Gdynia,Karwiny,Leopolda Staffa,Idealne dla rodziny 3 pokoje mog¹ byæ 4,63.2,420000,6646.0,3,wtorny,,1,4.0,,,,1987.0,,,pelna_wlasnosc,60793486,0,0,0,0,0,0,0,54.47304889999999,18.4981093
